po_id,line_id,product_id,quantity,unit_cost
484,997,P1028,60,420.17
484,998,P1067,185,344.06
485,999,P1195,34,381.1
485,1000,P1156,179,89.69
486,1001,P1042,15,372.99
487,1002,P1088,150,317.63
487,1003,P1017,28,451.51
488,1004,P1177,58,106.85
489,1005,P1075,49,292.75
490,1006,P1095,58,203.91
490,1007,P1038,73,205.78
491,1008,P1152,58,320.46
491,1009,P1051,77,160.92
491,1010,P1167,32,296.43
492,1011,P1036,196,69.34
492,1012,P1078,105,489.23
493,1013,P1055,120,415.33
494,1014,P1122,61,397.28
495,1015,P1061,90,469.05
496,1016,P1069,146,436.57
497,1017,P1022,188,132.6
497,1018,P1188,65,205.8
497,1019,P1195,125,381.1
498,1020,P1171,18,106.96
498,1021,P1028,143,420.17
498,1022,P1126,52,33.54
499,1023,P1120,145,402.41
500,1024,P1126,31,33.54
500,1025,P1023,168,271.43
501,1026,P1147,182,175.87
501,1027,P1148,86,219.67
501,1028,P1157,176,162.53
502,1029,P1074,73,111.17
502,1030,P1076,183,312.65
503,1031,P1113,141,45.1
504,1032,P1054,194,154.2
505,1033,P1065,144,54.69
506,1034,P1084,113,166.13
506,1035,P1004,160,481.29
506,1036,P1176,75,337.23
507,1037,P1197,17,395.9
507,1038,P1171,173,106.96
508,1039,P1169,39,167.84
508,1040,P1159,95,389.87
508,1041,P1185,23,111.5
509,1042,P1099,158,255.82
510,1043,P1198,198,231.14
510,1044,P1127,79,357.19
511,1045,P1142,18,172.04
511,1046,P1142,148,172.04
511,1047,P1184,100,285.56
512,1048,P1142,138,172.04
513,1049,P1196,197,317.86
513,1050,P1032,126,349.97
514,1051,P1075,35,292.75
514,1052,P1127,109,357.19
515,1053,P1093,199,356.24
516,1054,P1022,41,132.6
517,1055,P1199,20,289.09
517,1056,P1043,123,209.96
518,1057,P1109,80,353.84
518,1058,P1043,25,209.96
518,1059,P1162,47,26.46
519,1060,P1119,144,429.68
519,1061,P1170,16,207.47
520,1062,P1044,30,345.07
520,1063,P1024,94,62.99
520,1064,P1018,78,389.28
521,1065,P1059,70,224.34
521,1066,P1183,92,76.5
521,1067,P1145,128,82.47
522,1068,P1141,55,142.05
522,1069,P1020,97,50.05
523,1070,P1150,88,424.36
523,1071,P1068,136,142.48
524,1072,P1030,98,444.63
524,1073,P1179,15,175.99
524,1074,P1075,123,292.75
525,1075,P1195,146,381.1
526,1076,P1125,62,240.76
527,1077,P1160,183,218.14
527,1078,P1027,24,276.32
527,1079,P1135,128,342.78
528,1080,P1041,175,254.37
528,1081,P1036,121,69.34
528,1082,P1090,157,243.92
529,1083,P1072,21,69.66
530,1084,P1106,32,408.61
530,1085,P1138,11,197.5
530,1086,P1101,85,259.81
531,1087,P1175,179,227.87
531,1088,P1034,195,162.46
532,1089,P1038,145,205.78
532,1090,P1014,68,452.45
532,1091,P1096,19,285.94
533,1092,P1109,185,353.84
533,1093,P1118,188,345.11
534,1094,P1001,62,58.77
535,1095,P1092,16,478.49
535,1096,P1003,110,137.45
535,1097,P1138,100,197.5
536,1098,P1105,97,473.95
536,1099,P1040,99,257.88
536,1100,P1057,65,373.34
537,1101,P1011,87,142.8
537,1102,P1039,122,183.94
538,1103,P1027,85,276.32
539,1104,P1036,62,69.34
540,1105,P1113,135,45.1
541,1106,P1131,58,353.58
541,1107,P1174,187,26.27
541,1108,P1060,189,110.53
542,1109,P1166,82,267.96
542,1110,P1054,84,154.2
542,1111,P1064,142,375.68
543,1112,P1154,138,437.38
543,1113,P1112,48,444.58
543,1114,P1073,112,439.74
544,1115,P1078,126,489.23
545,1116,P1136,132,150.39
545,1117,P1115,23,28.83
546,1118,P1115,20,28.83
546,1119,P1028,160,420.17
547,1120,P1069,97,436.57
547,1121,P1178,36,276.28
547,1122,P1049,159,257.17
548,1123,P1111,151,31.63
548,1124,P1120,33,402.41
549,1125,P1104,82,408.18
549,1126,P1073,174,439.74
550,1127,P1184,75,285.56
550,1128,P1029,193,298.76
550,1129,P1193,43,282.24
551,1130,P1042,35,372.99
551,1131,P1024,116,62.99
551,1132,P1159,116,389.87
552,1133,P1125,167,240.76
552,1134,P1098,25,282.91
552,1135,P1068,64,142.48
553,1136,P1047,46,285.65
554,1137,P1063,62,124.62
554,1138,P1178,45,276.28
555,1139,P1174,162,26.27
556,1140,P1102,120,172.98
557,1141,P1160,136,218.14
557,1142,P1111,110,31.63
558,1143,P1036,42,69.34
558,1144,P1146,196,421.56
559,1145,P1086,120,48.1
560,1146,P1074,25,111.17
560,1147,P1026,37,30.31
560,1148,P1144,146,150.01
561,1149,P1106,107,408.61
562,1150,P1171,175,106.96
563,1151,P1055,163,415.33
564,1152,P1171,171,106.96
564,1153,P1196,38,317.86
565,1154,P1058,79,443.58
565,1155,P1026,30,30.31
565,1156,P1007,199,182.23
566,1157,P1129,116,127.8
566,1158,P1182,47,316.7
566,1159,P1102,15,172.98
567,1160,P1164,20,429.12
568,1161,P1120,78,402.41
569,1162,P1157,149,162.53
569,1163,P1107,25,417.58
569,1164,P1102,189,172.98
570,1165,P1093,166,356.24
571,1166,P1155,34,337.37
571,1167,P1079,58,165.08
572,1168,P1174,74,26.27
572,1169,P1068,98,142.48
572,1170,P1186,131,435.74
573,1171,P1152,159,320.46
573,1172,P1152,72,320.46
574,1173,P1033,172,195.81
575,1174,P1009,173,183.9
576,1175,P1124,65,455.07
576,1176,P1014,157,452.45
577,1177,P1087,58,140.16
578,1178,P1042,117,372.99
578,1179,P1036,151,69.34
579,1180,P1015,115,346.46
579,1181,P1179,119,175.99
579,1182,P1095,142,203.91
580,1183,P1047,156,285.65
580,1184,P1062,183,498.0
581,1185,P1129,39,127.8
581,1186,P1075,81,292.75
581,1187,P1056,159,334.84
582,1188,P1085,44,139.55
582,1189,P1123,191,239.15
582,1190,P1104,59,408.18
583,1191,P1130,188,172.57
583,1192,P1145,131,82.47
583,1193,P1146,167,421.56
584,1194,P1004,91,481.29
584,1195,P1114,160,75.45
584,1196,P1194,169,348.44
585,1197,P1151,134,87.35
585,1198,P1193,23,282.24
585,1199,P1122,177,397.28
586,1200,P1087,182,140.16
586,1201,P1011,68,142.8
587,1202,P1095,28,203.91
587,1203,P1049,117,257.17
587,1204,P1123,79,239.15
588,1205,P1052,127,33.53
588,1206,P1177,42,106.85
588,1207,P1071,20,395.38
589,1208,P1061,82,469.05
590,1209,P1012,153,154.38
590,1210,P1009,83,183.9
590,1211,P1162,38,26.46
591,1212,P1190,30,379.59
591,1213,P1130,62,172.57
592,1214,P1108,132,191.84
593,1215,P1116,70,52.28
593,1216,P1093,107,356.24
593,1217,P1085,41,139.55
594,1218,P1133,35,447.19
594,1219,P1131,150,353.58
594,1220,P1006,142,241.77
595,1221,P1025,161,292.72
596,1222,P1074,66,111.17
596,1223,P1182,115,316.7
596,1224,P1041,85,254.37
597,1225,P1039,47,183.94
597,1226,P1145,183,82.47
598,1227,P1016,182,60.67
598,1228,P1052,53,33.53
598,1229,P1037,47,142.11
599,1230,P1077,90,51.66
599,1231,P1080,115,362.77
599,1232,P1015,79,346.46
600,1233,P1103,14,290.94
600,1234,P1088,145,317.63
601,1235,P1062,139,498.0
601,1236,P1000,175,136.85
602,1237,P1195,125,381.1
602,1238,P1066,56,33.19
602,1239,P1116,123,52.28
603,1240,P1110,17,206.28
604,1241,P1005,106,308.82
604,1242,P1184,165,285.56
605,1243,P1159,108,389.87
605,1244,P1104,157,408.18
606,1245,P1147,74,175.87
607,1246,P1156,133,89.69
607,1247,P1044,100,345.07
608,1248,P1141,23,142.05
608,1249,P1112,157,444.58
609,1250,P1037,47,142.11
610,1251,P1042,44,372.99
610,1252,P1063,80,124.62
610,1253,P1065,54,54.69
611,1254,P1014,135,452.45
611,1255,P1065,71,54.69
612,1256,P1163,161,478.66
612,1257,P1138,38,197.5
613,1258,P1057,45,373.34
613,1259,P1102,125,172.98
613,1260,P1085,173,139.55
614,1261,P1167,88,296.43
615,1262,P1174,30,26.27
615,1263,P1012,85,154.38
616,1264,P1020,144,50.05
616,1265,P1129,155,127.8
616,1266,P1155,83,337.37
617,1267,P1171,62,106.96
617,1268,P1037,38,142.11
618,1269,P1151,189,87.35
619,1270,P1038,84,205.78
619,1271,P1126,47,33.54
620,1272,P1125,94,240.76
620,1273,P1110,94,206.28
620,1274,P1054,162,154.2
621,1275,P1028,22,420.17
621,1276,P1035,47,181.19
621,1277,P1103,42,290.94
622,1278,P1025,154,292.72
622,1279,P1050,62,98.34
622,1280,P1139,52,278.97
623,1281,P1020,145,50.05
623,1282,P1028,99,420.17
623,1283,P1015,49,346.46
624,1284,P1126,30,33.54
624,1285,P1133,19,447.19
625,1286,P1126,166,33.54
625,1287,P1107,111,417.58
625,1288,P1150,72,424.36
626,1289,P1086,146,48.1
626,1290,P1024,178,62.99
627,1291,P1173,129,94.27
627,1292,P1035,133,181.19
628,1293,P1008,61,241.17
628,1294,P1138,162,197.5
629,1295,P1077,71,51.66
629,1296,P1072,15,69.66
629,1297,P1081,89,323.19
630,1298,P1079,139,165.08
631,1299,P1013,167,360.62
631,1300,P1138,171,197.5
631,1301,P1157,171,162.53
632,1302,P1187,169,43.99
633,1303,P1022,198,132.6
634,1304,P1132,193,295.43
634,1305,P1073,84,439.74
634,1306,P1150,157,424.36
635,1307,P1006,48,241.77
635,1308,P1054,78,154.2
635,1309,P1070,90,266.27
636,1310,P1103,92,290.94
637,1311,P1170,176,207.47
637,1312,P1149,78,282.64
638,1313,P1128,100,418.75
638,1314,P1018,197,389.28
639,1315,P1114,137,75.45
640,1316,P1185,30,111.5
640,1317,P1143,162,261.16
641,1318,P1032,64,349.97
641,1319,P1065,161,54.69
641,1320,P1081,110,323.19
642,1321,P1020,65,50.05
642,1322,P1194,115,348.44
643,1323,P1143,22,261.16
644,1324,P1130,182,172.57
645,1325,P1180,172,77.6
645,1326,P1162,161,26.46
646,1327,P1055,185,415.33
646,1328,P1135,140,342.78
646,1329,P1154,23,437.38
647,1330,P1014,120,452.45
648,1331,P1015,157,346.46
648,1332,P1074,56,111.17
649,1333,P1112,116,444.58
649,1334,P1101,158,259.81
649,1335,P1100,77,144.66
650,1336,P1085,46,139.55
650,1337,P1028,118,420.17
650,1338,P1002,171,227.87
651,1339,P1161,39,43.36
651,1340,P1016,45,60.67
651,1341,P1107,47,417.58
652,1342,P1029,30,298.76
652,1343,P1109,182,353.84
652,1344,P1132,123,295.43
653,1345,P1099,112,255.82
654,1346,P1006,140,241.77
655,1347,P1094,76,113.95
656,1348,P1153,164,188.52
656,1349,P1163,71,478.66
656,1350,P1023,154,271.43
657,1351,P1084,133,166.13
658,1352,P1153,148,188.52
658,1353,P1196,195,317.86
658,1354,P1175,57,227.87
659,1355,P1063,126,124.62
659,1356,P1076,49,312.65
659,1357,P1109,28,353.84
660,1358,P1184,51,285.56
661,1359,P1066,99,33.19
661,1360,P1008,92,241.17
662,1361,P1167,80,296.43
662,1362,P1110,161,206.28
663,1363,P1161,65,43.36
664,1364,P1086,181,48.1
664,1365,P1155,101,337.37
665,1366,P1105,109,473.95
665,1367,P1007,102,182.23
666,1368,P1020,156,50.05
666,1369,P1092,40,478.49
667,1370,P1088,18,317.63
668,1371,P1144,93,150.01
669,1372,P1059,101,224.34
669,1373,P1114,94,75.45
670,1374,P1015,146,346.46
671,1375,P1037,10,142.11
671,1376,P1113,82,45.1
671,1377,P1020,99,50.05
672,1378,P1028,61,420.17
673,1379,P1100,62,144.66
673,1380,P1094,141,113.95
674,1381,P1087,89,140.16
674,1382,P1000,145,136.85
675,1383,P1141,180,142.05
676,1384,P1006,176,241.77
677,1385,P1034,184,162.46
677,1386,P1034,138,162.46
677,1387,P1047,78,285.65
678,1388,P1180,90,77.6
678,1389,P1117,128,48.33
679,1390,P1068,197,142.48
679,1391,P1012,147,154.38
680,1392,P1168,117,267.34
681,1393,P1179,112,175.99
682,1394,P1031,141,283.46
682,1395,P1086,42,48.1
683,1396,P1099,142,255.82
684,1397,P1113,158,45.1
685,1398,P1058,145,443.58
685,1399,P1122,155,397.28
686,1400,P1061,57,469.05
686,1401,P1196,145,317.86
686,1402,P1101,108,259.81
687,1403,P1153,153,188.52
687,1404,P1153,124,188.52
687,1405,P1120,167,402.41
688,1406,P1028,47,420.17
688,1407,P1173,58,94.27
688,1408,P1010,54,431.29
689,1409,P1157,141,162.53
689,1410,P1060,111,110.53
690,1411,P1021,71,364.39
691,1412,P1072,35,69.66
692,1413,P1086,170,48.1
692,1414,P1179,90,175.99
692,1415,P1084,143,166.13
693,1416,P1103,127,290.94
693,1417,P1107,185,417.58
694,1418,P1049,63,257.17
694,1419,P1133,104,447.19
694,1420,P1112,153,444.58
695,1421,P1112,71,444.58
695,1422,P1019,168,135.07
696,1423,P1054,84,154.2
697,1424,P1003,17,137.45
697,1425,P1158,63,37.36
698,1426,P1061,33,469.05
698,1427,P1133,48,447.19
698,1428,P1064,74,375.68
699,1429,P1019,51,135.07
699,1430,P1177,168,106.85
700,1431,P1139,95,278.97
701,1432,P1111,69,31.63
702,1433,P1120,90,402.41
703,1434,P1001,31,58.77
703,1435,P1010,26,431.29
704,1436,P1198,139,231.14
705,1437,P1183,166,76.5
705,1438,P1105,112,473.95
706,1439,P1003,130,137.45
706,1440,P1021,179,364.39
706,1441,P1051,52,160.92
707,1442,P1055,22,415.33
708,1443,P1005,46,308.82
708,1444,P1176,142,337.23
708,1445,P1186,48,435.74
709,1446,P1008,20,241.17
709,1447,P1006,156,241.77
710,1448,P1151,31,87.35
711,1449,P1191,121,89.49
711,1450,P1081,139,323.19
711,1451,P1175,117,227.87
712,1452,P1085,135,139.55
713,1453,P1024,151,62.99
713,1454,P1069,48,436.57
714,1455,P1056,186,334.84
714,1456,P1116,51,52.28
715,1457,P1155,85,337.37
715,1458,P1020,166,50.05
716,1459,P1163,123,478.66
716,1460,P1022,113,132.6
716,1461,P1046,21,238.77
717,1462,P1068,57,142.48
717,1463,P1101,138,259.81
718,1464,P1129,62,127.8
718,1465,P1103,152,290.94
718,1466,P1072,167,69.66
719,1467,P1002,65,227.87
719,1468,P1120,115,402.41
720,1469,P1136,143,150.39
721,1470,P1188,158,205.8
721,1471,P1089,175,116.42
721,1472,P1036,138,69.34
722,1473,P1091,187,403.86
722,1474,P1162,146,26.46
722,1475,P1091,113,403.86
723,1476,P1101,51,259.81
723,1477,P1017,108,451.51
724,1478,P1053,113,348.12
724,1479,P1076,180,312.65
725,1480,P1134,49,249.28
725,1481,P1007,125,182.23
725,1482,P1171,15,106.96
726,1483,P1114,44,75.45
727,1484,P1141,118,142.05
727,1485,P1005,104,308.82
727,1486,P1072,56,69.66
728,1487,P1114,82,75.45
729,1488,P1023,149,271.43
729,1489,P1187,90,43.99
729,1490,P1145,73,82.47
730,1491,P1050,151,98.34
731,1492,P1044,73,345.07
731,1493,P1056,150,334.84
731,1494,P1029,193,298.76
732,1495,P1166,107,267.96
733,1496,P1037,36,142.11
733,1497,P1093,123,356.24
734,1498,P1098,94,282.91
735,1499,P1110,145,206.28
735,1500,P1166,157,267.96
736,1501,P1088,192,317.63
737,1502,P1116,179,52.28
737,1503,P1004,47,481.29
738,1504,P1181,65,81.24
738,1505,P1044,52,345.07
738,1506,P1121,96,320.62
739,1507,P1117,139,48.33
740,1508,P1134,60,249.28
740,1509,P1109,60,353.84
741,1510,P1121,84,320.62
742,1511,P1196,147,317.86
742,1512,P1176,88,337.23
743,1513,P1043,24,209.96
743,1514,P1116,133,52.28
743,1515,P1034,165,162.46
744,1516,P1006,125,241.77
744,1517,P1177,170,106.85
744,1518,P1152,57,320.46
745,1519,P1031,39,283.46
745,1520,P1032,179,349.97
746,1521,P1108,86,191.84
746,1522,P1029,167,298.76
747,1523,P1021,32,364.39
747,1524,P1024,74,62.99
747,1525,P1044,90,345.07
748,1526,P1140,42,315.91
748,1527,P1157,57,162.53
748,1528,P1197,108,395.9
749,1529,P1051,105,160.92
749,1530,P1099,115,255.82
750,1531,P1155,137,337.37
750,1532,P1160,25,218.14
750,1533,P1066,117,33.19
751,1534,P1039,76,183.94
751,1535,P1080,127,362.77
752,1536,P1116,33,52.28
752,1537,P1122,89,397.28
753,1538,P1103,178,290.94
753,1539,P1074,113,111.17
753,1540,P1069,165,436.57
754,1541,P1170,172,207.47
754,1542,P1041,166,254.37
754,1543,P1072,53,69.66
755,1544,P1093,195,356.24
755,1545,P1097,23,438.28
755,1546,P1008,59,241.17
756,1547,P1019,16,135.07
757,1548,P1057,192,373.34
758,1549,P1023,92,271.43
758,1550,P1000,68,136.85
759,1551,P1073,108,439.74
760,1552,P1062,132,498.0
761,1553,P1186,116,435.74
762,1554,P1095,81,203.91
763,1555,P1136,145,150.39
763,1556,P1141,117,142.05
764,1557,P1073,149,439.74
764,1558,P1002,137,227.87
765,1559,P1170,19,207.47
766,1560,P1030,66,444.63
767,1561,P1028,124,420.17
767,1562,P1076,58,312.65
768,1563,P1006,114,241.77
769,1564,P1072,199,69.66
770,1565,P1031,174,283.46
771,1566,P1068,116,142.48
771,1567,P1103,62,290.94
772,1568,P1077,124,51.66
772,1569,P1028,112,420.17
773,1570,P1195,117,381.1
773,1571,P1042,84,372.99
773,1572,P1010,184,431.29
774,1573,P1057,129,373.34
775,1574,P1178,163,276.28
775,1575,P1193,35,282.24
775,1576,P1038,180,205.78
776,1577,P1079,66,165.08
777,1578,P1169,82,167.84
778,1579,P1052,68,33.53
778,1580,P1162,186,26.46
778,1581,P1184,27,285.56
779,1582,P1077,180,51.66
779,1583,P1018,115,389.28
779,1584,P1173,137,94.27
780,1585,P1068,169,142.48
780,1586,P1019,138,135.07
781,1587,P1126,193,33.54
781,1588,P1141,46,142.05
782,1589,P1109,36,353.84
782,1590,P1172,193,35.94
783,1591,P1055,18,415.33
784,1592,P1003,128,137.45
785,1593,P1181,92,81.24
785,1594,P1136,33,150.39
785,1595,P1109,146,353.84
786,1596,P1156,88,89.69
786,1597,P1132,171,295.43
786,1598,P1163,50,478.66
787,1599,P1036,18,69.34
787,1600,P1008,23,241.17
788,1601,P1179,122,175.99
788,1602,P1199,111,289.09
788,1603,P1179,60,175.99
789,1604,P1160,187,218.14
789,1605,P1034,152,162.46
790,1606,P1157,39,162.53
791,1607,P1173,176,94.27
791,1608,P1174,186,26.27
791,1609,P1102,147,172.98
792,1610,P1171,34,106.96
792,1611,P1150,192,424.36
793,1612,P1118,107,345.11
794,1613,P1093,154,356.24
794,1614,P1132,181,295.43
795,1615,P1128,46,418.75
795,1616,P1197,184,395.9
795,1617,P1142,181,172.04
796,1618,P1183,152,76.5
797,1619,P1127,36,357.19
797,1620,P1011,189,142.8
798,1621,P1136,33,150.39
798,1622,P1169,174,167.84
798,1623,P1194,153,348.44
799,1624,P1183,85,76.5
800,1625,P1070,96,266.27
800,1626,P1102,36,172.98
801,1627,P1019,58,135.07
801,1628,P1198,116,231.14
802,1629,P1072,192,69.66
803,1630,P1155,32,337.37
803,1631,P1151,188,87.35
804,1632,P1045,80,447.5
804,1633,P1196,67,317.86
805,1634,P1155,104,337.37
805,1635,P1012,76,154.38
805,1636,P1006,13,241.77
806,1637,P1088,184,317.63
806,1638,P1058,116,443.58
806,1639,P1190,46,379.59
807,1640,P1050,198,98.34
808,1641,P1084,65,166.13
808,1642,P1151,135,87.35
808,1643,P1084,27,166.13
809,1644,P1031,193,283.46
809,1645,P1146,75,421.56
809,1646,P1025,20,292.72
810,1647,P1055,86,415.33
810,1648,P1176,144,337.23
811,1649,P1155,38,337.37
811,1650,P1197,149,395.9
812,1651,P1100,166,144.66
812,1652,P1169,161,167.84
812,1653,P1093,85,356.24
813,1654,P1024,128,62.99
813,1655,P1170,137,207.47
813,1656,P1073,130,439.74
814,1657,P1077,115,51.66
814,1658,P1180,24,77.6
815,1659,P1089,86,116.42
816,1660,P1143,37,261.16
816,1661,P1069,141,436.57
817,1662,P1006,83,241.77
817,1663,P1161,146,43.36
818,1664,P1108,130,191.84
818,1665,P1119,82,429.68
818,1666,P1005,28,308.82
819,1667,P1059,189,224.34
820,1668,P1003,115,137.45
820,1669,P1031,18,283.46
820,1670,P1140,182,315.91
821,1671,P1142,123,172.04
822,1672,P1165,146,180.53
823,1673,P1098,25,282.91
823,1674,P1157,126,162.53
823,1675,P1013,50,360.62
824,1676,P1194,56,348.44
824,1677,P1006,107,241.77
824,1678,P1154,155,437.38
825,1679,P1134,132,249.28
825,1680,P1132,111,295.43
826,1681,P1042,52,372.99
826,1682,P1025,37,292.72
827,1683,P1103,56,290.94
828,1684,P1124,151,455.07
828,1685,P1150,63,424.36
828,1686,P1170,36,207.47
829,1687,P1133,132,447.19
829,1688,P1008,168,241.17
829,1689,P1156,181,89.69
830,1690,P1057,191,373.34
830,1691,P1111,40,31.63
831,1692,P1014,13,452.45
831,1693,P1145,100,82.47
831,1694,P1136,70,150.39
832,1695,P1141,131,142.05
833,1696,P1192,136,114.43
834,1697,P1059,192,224.34
834,1698,P1173,145,94.27
834,1699,P1076,76,312.65
835,1700,P1073,62,439.74
835,1701,P1108,12,191.84
835,1702,P1151,177,87.35
836,1703,P1085,17,139.55
836,1704,P1101,114,259.81
837,1705,P1103,117,290.94
837,1706,P1181,24,81.24
837,1707,P1164,102,429.12
838,1708,P1103,91,290.94
838,1709,P1157,98,162.53
838,1710,P1053,54,348.12
839,1711,P1145,176,82.47
840,1712,P1047,91,285.65
840,1713,P1059,23,224.34
841,1714,P1098,90,282.91
841,1715,P1154,45,437.38
841,1716,P1185,142,111.5
842,1717,P1140,29,315.91
842,1718,P1165,112,180.53
843,1719,P1178,36,276.28
843,1720,P1196,173,317.86
844,1721,P1022,71,132.6
845,1722,P1088,195,317.63
845,1723,P1005,40,308.82
846,1724,P1175,60,227.87
846,1725,P1012,161,154.38
847,1726,P1087,30,140.16
847,1727,P1015,162,346.46
847,1728,P1056,34,334.84
848,1729,P1061,165,469.05
848,1730,P1112,168,444.58
849,1731,P1176,160,337.23
850,1732,P1126,60,33.54
850,1733,P1039,114,183.94
850,1734,P1144,173,150.01
851,1735,P1158,171,37.36
851,1736,P1191,89,89.49
852,1737,P1148,58,219.67
853,1738,P1120,46,402.41
853,1739,P1119,185,429.68
853,1740,P1011,107,142.8
854,1741,P1059,62,224.34
854,1742,P1091,173,403.86
855,1743,P1073,50,439.74
855,1744,P1062,121,498.0
856,1745,P1054,140,154.2
857,1746,P1191,77,89.49
858,1747,P1032,21,349.97
859,1748,P1035,109,181.19
859,1749,P1139,124,278.97
860,1750,P1097,131,438.28
860,1751,P1160,170,218.14
861,1752,P1032,41,349.97
862,1753,P1069,130,436.57
862,1754,P1127,97,357.19
863,1755,P1096,156,285.94
864,1756,P1061,27,469.05
865,1757,P1060,187,110.53
865,1758,P1141,132,142.05
865,1759,P1189,180,385.52
866,1760,P1005,104,308.82
866,1761,P1119,82,429.68
866,1762,P1090,151,243.92
867,1763,P1051,181,160.92
867,1764,P1040,100,257.88
867,1765,P1024,101,62.99
868,1766,P1041,116,254.37
868,1767,P1116,156,52.28
868,1768,P1076,27,312.65
869,1769,P1027,16,276.32
869,1770,P1151,140,87.35
870,1771,P1040,131,257.88
870,1772,P1084,167,166.13
871,1773,P1173,45,94.27
872,1774,P1027,42,276.32
872,1775,P1188,94,205.8
873,1776,P1119,165,429.68
873,1777,P1141,138,142.05
874,1778,P1086,55,48.1
875,1779,P1105,103,473.95
875,1780,P1108,23,191.84
875,1781,P1112,84,444.58
876,1782,P1130,170,172.57
876,1783,P1112,47,444.58
877,1784,P1134,168,249.28
877,1785,P1069,64,436.57
877,1786,P1098,111,282.91
878,1787,P1033,158,195.81
878,1788,P1190,190,379.59
879,1789,P1015,181,346.46
879,1790,P1026,79,30.31
880,1791,P1159,97,389.87
880,1792,P1061,73,469.05
880,1793,P1081,102,323.19
881,1794,P1127,56,357.19
881,1795,P1059,49,224.34
882,1796,P1011,97,142.8
882,1797,P1155,186,337.37
882,1798,P1181,44,81.24
883,1799,P1178,191,276.28
883,1800,P1098,40,282.91
884,1801,P1000,63,136.85
884,1802,P1133,77,447.19
884,1803,P1013,22,360.62
885,1804,P1196,88,317.86
885,1805,P1072,13,69.66
885,1806,P1134,129,249.28
886,1807,P1044,65,345.07
886,1808,P1158,158,37.36
887,1809,P1101,96,259.81
888,1810,P1057,106,373.34
889,1811,P1126,194,33.54
890,1812,P1061,52,469.05
890,1813,P1018,27,389.28
890,1814,P1197,84,395.9
891,1815,P1054,83,154.2
891,1816,P1091,54,403.86
892,1817,P1168,121,267.34
892,1818,P1029,68,298.76
892,1819,P1001,62,58.77
893,1820,P1028,70,420.17
893,1821,P1008,104,241.17
893,1822,P1159,131,389.87
894,1823,P1053,96,348.12
894,1824,P1122,46,397.28
895,1825,P1024,184,62.99
895,1826,P1030,34,444.63
896,1827,P1119,164,429.68
896,1828,P1159,15,389.87
897,1829,P1069,63,436.57
897,1830,P1153,80,188.52
897,1831,P1086,118,48.1
898,1832,P1091,176,403.86
899,1833,P1095,58,203.91
899,1834,P1182,75,316.7
900,1835,P1116,58,52.28
901,1836,P1026,104,30.31
901,1837,P1043,166,209.96
901,1838,P1033,111,195.81
902,1839,P1162,50,26.46
902,1840,P1060,196,110.53
903,1841,P1139,149,278.97
903,1842,P1186,119,435.74
903,1843,P1099,57,255.82
904,1844,P1066,40,33.19
904,1845,P1105,36,473.95
904,1846,P1043,117,209.96
905,1847,P1157,82,162.53
906,1848,P1041,153,254.37
907,1849,P1060,76,110.53
907,1850,P1073,155,439.74
908,1851,P1058,188,443.58
908,1852,P1005,138,308.82
909,1853,P1199,103,289.09
909,1854,P1111,100,31.63
910,1855,P1095,147,203.91
911,1856,P1098,83,282.91
911,1857,P1091,10,403.86
912,1858,P1108,168,191.84
913,1859,P1167,76,296.43
913,1860,P1022,22,132.6
913,1861,P1077,157,51.66
914,1862,P1028,147,420.17
914,1863,P1006,110,241.77
914,1864,P1039,177,183.94
915,1865,P1115,117,28.83
916,1866,P1061,193,469.05
916,1867,P1161,86,43.36
916,1868,P1035,126,181.19
917,1869,P1051,137,160.92
917,1870,P1085,158,139.55
917,1871,P1026,95,30.31
918,1872,P1019,110,135.07
918,1873,P1055,24,415.33
918,1874,P1187,138,43.99
919,1875,P1178,178,276.28
920,1876,P1066,180,33.19
920,1877,P1161,101,43.36
921,1878,P1053,36,348.12
922,1879,P1009,148,183.9
923,1880,P1122,85,397.28
923,1881,P1014,19,452.45
923,1882,P1017,159,451.51
924,1883,P1186,32,435.74
925,1884,P1058,184,443.58
926,1885,P1159,133,389.87
927,1886,P1050,48,98.34
927,1887,P1010,45,431.29
927,1888,P1186,130,435.74
928,1889,P1139,22,278.97
928,1890,P1195,181,381.1
928,1891,P1166,143,267.96
929,1892,P1123,81,239.15
929,1893,P1143,70,261.16
929,1894,P1058,102,443.58
930,1895,P1055,144,415.33
931,1896,P1164,10,429.12
931,1897,P1053,69,348.12
932,1898,P1053,112,348.12
932,1899,P1171,101,106.96
932,1900,P1110,81,206.28
933,1901,P1066,115,33.19
933,1902,P1198,49,231.14
934,1903,P1032,53,349.97
935,1904,P1124,85,455.07
935,1905,P1195,15,381.1
935,1906,P1086,97,48.1
936,1907,P1107,112,417.58
936,1908,P1173,78,94.27
936,1909,P1181,127,81.24
937,1910,P1199,157,289.09
937,1911,P1064,122,375.68
938,1912,P1086,154,48.1
938,1913,P1050,67,98.34
938,1914,P1093,44,356.24
939,1915,P1095,185,203.91
939,1916,P1034,33,162.46
939,1917,P1009,182,183.9
940,1918,P1113,169,45.1
940,1919,P1071,100,395.38
940,1920,P1165,96,180.53
941,1921,P1155,121,337.37
941,1922,P1069,68,436.57
942,1923,P1116,163,52.28
942,1924,P1121,47,320.62
943,1925,P1034,104,162.46
943,1926,P1050,38,98.34
944,1927,P1080,128,362.77
945,1928,P1045,183,447.5
