supplier_payment_id,po_id,payment_date,amount_paid
873,844,2026-03-27,9414.6
874,846,2026-08-29,34421.69
875,846,2026-09-10,4105.69
876,847,2026-03-21,71715.88
877,849,2026-04-26,53956.8
878,850,2026-03-07,48933.29
879,851,2026-09-08,14353.17
880,852,2026-08-11,12740.86
881,853,2026-04-28,113281.26
882,854,2026-10-16,83776.86
883,855,2026-06-30,82245.0
884,857,2026-07-07,6890.73
885,858,2025-12-09,7349.37
886,861,2026-07-21,14348.77
887,862,2026-02-10,91401.53
888,863,2026-05-26,44606.64
889,864,2026-09-20,12664.35
890,865,2026-10-01,108813.31
891,866,2025-10-10,104182.96
892,867,2026-05-30,40925.33
893,867,2026-06-07,20351.18
894,868,2026-03-28,46104.15
895,869,2026-01-12,16650.12
896,870,2026-07-30,50968.51
897,870,2026-08-03,10557.48
898,871,2026-06-30,2361.4
899,871,2026-06-08,1880.75
900,872,2026-03-21,30950.64
901,873,2026-10-11,90500.1
902,874,2026-04-01,2645.5
903,877,2026-03-01,77325.35
904,877,2026-03-08,23897.18
905,878,2026-06-20,103060.08
906,879,2026-03-13,65103.75
907,880,2026-08-24,105023.42
908,881,2026-03-15,30995.3
909,883,2026-05-13,64085.88
910,884,2026-09-24,50988.82
911,886,2026-06-26,24437.83
912,886,2026-06-30,3894.6
913,887,2026-08-31,24941.76
914,889,2025-10-25,6506.76
915,890,2026-06-28,55838.05
916,890,2026-06-23,12318.71
917,891,2025-12-08,34607.04
918,892,2026-08-03,56307.56
919,893,2026-07-01,105566.55
920,894,2026-03-02,51694.4
921,895,2025-12-12,25230.68
922,895,2025-12-25,1476.9
923,896,2026-03-08,76315.57
924,897,2026-06-08,48261.31
925,898,2026-02-12,71079.36
926,899,2026-09-11,18717.18
927,899,2026-09-17,16862.1
928,900,2026-06-28,3032.24
929,901,2026-09-14,59740.51
930,902,2025-11-18,22986.88
931,903,2026-05-02,58034.41
932,903,2026-06-02,49966.92
933,904,2026-09-20,42955.12
934,905,2026-07-24,7772.16
935,905,2026-07-03,5555.3
936,906,2026-08-03,38918.61
937,907,2025-12-23,76559.98
938,908,2026-03-23,126010.2
939,909,2025-11-12,32939.27
940,910,2026-07-29,29974.77
941,911,2025-12-26,15371.74
942,911,2026-01-08,12148.39
943,912,2025-11-30,32229.12
944,913,2026-03-23,33556.5
945,914,2025-12-20,120917.07
946,915,2025-10-08,3373.11
947,916,2026-04-09,117085.55
948,917,2025-09-27,46974.39
949,918,2025-12-12,30896.24
950,920,2025-11-01,10353.56
951,921,2026-09-18,12532.32
952,922,2025-10-26,27217.2
953,923,2026-05-23,68853.93
954,923,2026-06-04,45301.51
955,924,2026-04-09,13943.68
956,925,2026-06-15,81618.72
957,927,2026-02-26,66716.33
958,927,2026-02-22,14058.24
959,928,2025-11-12,113434.72
960,929,2026-04-06,82897.51
961,930,2026-06-16,59807.52
962,931,2025-11-11,28311.48
963,934,2026-07-21,18548.41
964,935,2026-01-30,49063.15
965,937,2026-10-05,91220.09
966,939,2026-02-11,76554.33
967,940,2026-03-13,63459.97
968,940,2026-02-25,1030.81
969,941,2025-10-07,70508.53
970,943,2026-09-09,20632.76
971,945,2025-10-07,81892.5
972,946,2026-06-27,40269.12
973,948,2025-10-15,61121.4
974,949,2025-10-07,24203.76
975,950,2026-03-11,18827.16
976,951,2025-11-26,45027.85
977,951,2025-11-10,1880.83
978,952,2026-10-24,130626.82
979,953,2026-08-24,17705.94
980,954,2026-06-22,56199.18
981,955,2026-02-12,6832.67
982,955,2026-02-02,2127.49
983,956,2025-10-15,56478.54
984,957,2026-05-21,34154.73
985,958,2026-06-08,63802.21
986,959,2025-11-09,4850.44
987,960,2026-06-11,104483.72
988,961,2026-06-20,57104.34
989,962,2026-06-30,83344.17
990,963,2025-10-15,57531.2
991,964,2026-03-26,42183.54
992,964,2026-03-30,15212.46
993,965,2025-12-22,62790.24
994,966,2026-08-22,74915.79
995,967,2026-07-08,56940.31
996,968,2026-09-06,100413.33
997,969,2026-08-14,97667.27
998,969,2026-08-04,11601.27
999,970,2025-11-28,23976.47
1000,971,2026-03-13,9303.28
1001,972,2026-02-04,12719.96
1002,973,2025-11-14,49179.36
1003,974,2025-12-15,68231.02
1004,975,2026-02-04,54421.69
1005,976,2025-11-22,24931.43
1006,976,2025-11-15,6792.81
1007,977,2025-10-19,90477.71
1008,978,2025-12-04,78979.24
1009,979,2026-02-15,49101.22
1010,980,2026-02-22,63550.6
1011,981,2025-10-04,50050.36
1012,981,2025-10-11,30368.54
1013,983,2026-02-10,47180.1
1014,984,2026-06-26,43168.4
1015,986,2026-05-09,69240.77
1016,986,2026-05-03,16199.59
1017,988,2026-09-24,24776.08
1018,989,2026-02-25,53476.83
1019,990,2025-10-29,67744.92
1020,991,2026-04-22,7736.4
1021,992,2026-05-15,99620.94
1022,993,2026-09-10,82143.61
1023,994,2026-05-16,94547.77
1024,995,2025-12-26,7810.94
1025,996,2025-12-01,5373.43
1026,996,2025-11-17,1203.19
1027,997,2025-12-15,43315.65
1028,998,2026-08-17,115638.24
1029,999,2026-06-27,30199.15
1030,1000,2026-03-21,46897.57
1031,1000,2026-03-19,17182.41
1032,1001,2026-03-05,13621.14
1033,1002,2025-10-18,54328.6
1034,1004,2025-09-30,121041.36
1035,1005,2026-08-29,14160.24
1036,1006,2026-05-09,122617.09
1037,1007,2026-07-24,37100.1
1038,1008,2026-08-17,9338.28
1039,1009,2025-11-05,27605.94
1040,1010,2026-01-07,73262.95
1041,1011,2026-01-01,198350.26
1042,1013,2026-05-23,44893.35
1043,1013,2026-05-03,18642.73
1044,1014,2026-02-15,52424.19
1045,1016,2026-02-19,63681.2
1046,1017,2026-09-15,61503.9
1047,1018,2025-10-19,735.81
1048,1018,2025-09-28,341.26
1049,1019,2026-09-26,140555.09
1050,1020,2026-07-17,61119.16
1051,1021,2026-01-31,17284.96
1052,1022,2026-01-04,53656.89
1053,1022,2025-12-15,1990.29
1054,1024,2026-08-04,8162.56
1055,1024,2026-07-29,4325.44
1056,1025,2026-05-13,36850.03
1057,1026,2026-06-24,22007.42
1058,1027,2026-02-15,2611.55
1059,1029,2025-11-14,38683.11
1060,1029,2025-11-06,21399.73
1061,1030,2026-05-13,27733.21
1062,1031,2026-08-09,47713.36
1063,1032,2025-11-02,16918.8
1064,1033,2025-11-21,72287.22
1065,1033,2025-11-10,52782.69
1066,1035,2025-12-26,9828.64
1067,1036,2026-01-15,35361.81
1068,1038,2025-12-01,46701.39
1069,1039,2026-05-06,98465.98
1070,1040,2026-08-17,75288.4
1071,1041,2026-09-23,83659.6
1072,1042,2026-08-24,101832.94
1073,1043,2026-06-24,19649.97
1074,1044,2026-05-10,43631.65
1075,1045,2026-03-15,31412.16
1076,1046,2026-02-09,11450.52
1077,1048,2026-02-05,15245.68
1078,1049,2025-12-10,62938.36
1079,1050,2026-03-23,37940.57
1080,1050,2026-02-16,177.11
1081,1051,2026-06-04,61321.08
1082,1052,2026-06-17,93006.18
1083,1053,2025-11-15,66236.96
1084,1054,2025-09-30,25288.26
1085,1055,2026-07-17,8474.16
1086,1056,2026-10-07,1557.76
1087,1056,2026-09-21,1215.92
1088,1057,2025-12-31,14351.01
1089,1057,2025-12-15,656.11
1090,1058,2026-03-22,60241.32
1091,1059,2026-07-05,28783.89
1092,1060,2026-06-18,53221.31
1093,1061,2026-04-27,4260.06
1094,1062,2025-10-01,94726.52
1095,1063,2025-10-09,25828.82
1096,1064,2025-11-24,26226.97
1097,1065,2026-04-30,50977.47
1098,1065,2026-05-02,17116.34
1099,1066,2026-08-08,71712.0
1100,1067,2026-03-13,175512.11
1101,1068,2026-01-26,86361.87
1102,1069,2025-12-02,68415.43
1103,1070,2026-03-25,5226.04
1104,1070,2026-04-01,628.76
1105,1071,2026-07-16,41440.51
1106,1072,2026-09-06,84042.1
1107,1072,2026-09-02,7856.39
1108,1073,2025-10-29,42001.44
1109,1074,2026-02-07,93984.6
1110,1075,2025-11-01,35319.85
1111,1076,2026-01-12,76832.59
1112,1076,2026-01-11,34860.38
1113,1077,2025-12-23,32129.67
1114,1078,2026-10-12,65003.63
1115,1078,2026-10-10,40656.45
1116,1079,2026-06-02,38125.46
1117,1079,2026-05-17,15952.32
1118,1080,2026-08-18,53527.32
1119,1082,2025-12-31,32620.82
1120,1082,2026-01-09,5632.42
1121,1083,2026-06-27,80198.32
1122,1084,2026-07-16,52957.74
1123,1085,2026-02-26,24445.93
1124,1086,2025-12-25,50650.52
1125,1087,2026-08-04,22930.08
1126,1089,2026-09-26,28316.55
1127,1090,2025-12-03,2651.45
1128,1092,2026-03-04,2872.76
1129,1093,2026-05-19,32909.52
1130,1095,2026-09-03,23150.37
1131,1095,2026-08-27,5979.57
1132,1097,2026-09-12,48607.1
1133,1097,2026-09-11,17350.48
1134,1098,2025-12-07,107389.8
1135,1099,2026-04-10,91630.82
1136,1100,2026-05-24,32969.37
1137,1100,2026-06-02,10802.7
1138,1101,2026-07-19,96931.9
1139,1102,2026-01-26,150233.46
1140,1103,2026-06-04,39434.44
1141,1104,2026-02-25,68529.45
1142,1105,2026-06-11,59298.81
1143,1106,2026-07-10,86752.13
1144,1109,2026-04-22,33784.16
1145,1111,2025-11-02,83949.1
1146,1112,2026-04-15,66819.96
1147,1113,2026-02-03,12936.42
1148,1114,2026-06-13,71351.31
1149,1114,2026-06-03,3852.36
1150,1115,2025-11-28,10439.5
1151,1116,2026-03-29,37134.72
1152,1117,2025-11-01,37100.62
1153,1120,2026-05-02,49819.68
1154,1120,2026-05-11,12014.42
1155,1122,2025-09-21,6173.34
1156,1123,2026-02-15,13848.66
1157,1124,2026-08-29,43841.64
1158,1125,2026-10-18,645.2
1159,1125,2026-10-16,25.4
1160,1126,2026-05-12,50326.21
1161,1127,2026-05-20,5146.83
1162,1128,2026-07-25,29586.36
1163,1130,2025-11-25,100029.88
1164,1131,2025-12-21,55094.33
1165,1132,2026-01-04,114053.12
1166,1133,2026-08-18,127701.34
1167,1134,2026-07-05,53398.45
1168,1134,2026-06-22,33275.3
1169,1135,2025-12-06,36603.08
1170,1135,2025-11-20,18901.76
1171,1136,2025-10-29,37179.69
1172,1137,2025-12-04,73513.41
1173,1138,2026-04-11,13779.53
1174,1139,2026-08-29,17498.48
1175,1140,2026-04-01,43469.4
1176,1141,2025-12-27,31643.67
1177,1142,2026-03-03,32512.68
1178,1143,2025-12-21,42999.12
1179,1144,2026-07-14,15163.68
1180,1146,2026-06-08,106300.62
1181,1148,2026-02-11,43615.28
1182,1149,2026-04-14,29458.65
1183,1149,2026-04-01,16046.14
1184,1150,2026-08-11,41895.1
1185,1151,2026-06-11,20037.78
1186,1152,2026-06-25,111481.57
1187,1153,2026-06-04,24883.17
1188,1153,2026-06-03,2196.45
1189,1154,2026-02-02,30020.0
1190,1155,2026-04-05,79301.47
1191,1155,2026-04-29,40676.05
1192,1156,2026-09-06,68085.1
1193,1157,2026-03-23,113976.37
1194,1158,2026-01-14,62041.32
1195,1159,2026-07-15,92878.4
1196,1160,2026-03-15,10358.51
1197,1161,2026-01-09,32812.15
1198,1162,2026-05-07,24332.52
1199,1163,2026-05-03,28408.23
1200,1164,2026-04-01,58160.8
1201,1164,2026-03-29,16202.16
1202,1165,2025-11-16,9343.18
1203,1166,2026-08-12,56442.36
1204,1167,2025-11-19,122694.87
1205,1168,2026-05-22,78719.48
1206,1169,2026-08-27,3122.0
1207,1170,2026-06-07,39461.67
1208,1170,2026-07-04,26121.33
1209,1171,2026-08-11,29102.64
1210,1172,2025-11-23,14627.81
1211,1172,2025-11-11,6965.39
1212,1173,2026-06-07,70174.53
1213,1174,2026-08-12,55650.0
1214,1175,2026-04-12,3223.93
1215,1176,2026-06-20,52442.53
1216,1177,2026-04-13,133903.53
1217,1179,2026-03-04,43168.32
1218,1180,2026-09-19,30735.8
1219,1180,2026-09-29,1267.6
1220,1181,2026-03-25,42949.19
1221,1182,2026-06-02,29167.36
1222,1183,2026-07-18,94436.48
1223,1184,2026-01-09,13580.25
1224,1185,2026-05-06,4685.79
1225,1185,2026-04-28,1213.92
1226,1186,2026-06-11,68879.98
1227,1187,2026-07-05,141097.56
1228,1189,2025-10-21,48865.44
1229,1190,2026-01-20,72700.5
1230,1191,2025-11-25,19600.69
1231,1192,2025-10-14,13586.53
1232,1192,2025-10-22,9452.6
1233,1193,2026-01-03,25879.44
1234,1193,2025-11-27,10450.02
1235,1194,2025-11-04,117045.74
1236,1195,2026-02-24,3147.24
1237,1195,2026-02-17,978.18
1238,1196,2026-09-12,13758.8
1239,1198,2026-03-18,55254.32
1240,1199,2026-05-03,2815.36
1241,1200,2026-05-31,34400.97
1242,1201,2026-03-30,23695.23
1243,1202,2026-10-04,35518.83
1244,1202,2026-10-12,11082.41
1245,1203,2026-06-16,4549.44
1246,1204,2026-04-29,24364.13
1247,1204,2026-05-13,17492.68
1248,1205,2025-10-03,19415.0
1249,1205,2025-10-17,1487.72
1250,1206,2026-05-08,19905.52
1251,1208,2026-02-28,61214.32
1252,1209,2025-12-15,44898.72
1253,1211,2026-01-14,42702.18
1254,1211,2025-12-21,11685.59
1255,1212,2026-07-13,15544.14
1256,1212,2026-07-21,9789.74
1257,1213,2026-09-13,29276.98
1258,1214,2026-03-23,71027.8
1259,1216,2026-07-01,38832.72
1260,1217,2026-06-01,108475.31
1261,1218,2025-10-11,10948.0
1262,1219,2026-05-21,14637.33
1263,1220,2026-09-05,42638.63
1264,1220,2026-08-17,29947.11
1265,1221,2026-04-20,69937.88
1266,1222,2026-06-23,45403.28
1267,1223,2025-11-10,86247.38
1268,1225,2026-01-03,15916.71
1269,1226,2025-11-15,35588.73
1270,1226,2025-12-03,20807.23
1271,1227,2026-09-08,6675.06
1272,1228,2026-07-17,23245.74
1273,1229,2026-05-12,3213.0
1274,1230,2026-04-11,43876.82
1275,1231,2026-05-17,2849.6
1276,1232,2026-01-11,59988.11
1277,1233,2026-08-02,33480.2
1278,1234,2025-11-25,65572.82
1279,1234,2025-11-27,4298.42
1280,1235,2026-04-26,24711.31
1281,1235,2026-05-04,7155.51
1282,1236,2026-09-06,52521.15
1283,1237,2026-09-15,81226.57
1284,1238,2026-05-12,93061.68
1285,1241,2026-03-23,31255.57
1286,1241,2026-04-18,8582.48
1287,1243,2026-01-05,41774.9
1288,1244,2026-06-07,21751.98
1289,1244,2026-05-21,5926.54
1290,1245,2026-03-18,36023.84
1291,1246,2026-08-29,60283.86
1292,1246,2026-09-14,19575.01
1293,1247,2025-11-29,150887.88
1294,1248,2026-08-13,57452.15
1295,1249,2026-09-04,98121.78
1296,1250,2026-04-19,31026.24
1297,1251,2025-11-07,28153.22
1298,1252,2026-04-27,87239.59
1299,1253,2025-11-08,150321.75
1300,1254,2025-12-10,41287.16
1301,1255,2026-04-09,28979.88
1302,1256,2026-05-25,81473.38
1303,1257,2025-12-27,4462.97
1304,1257,2025-12-12,3248.23
1305,1258,2026-06-22,15610.3
1306,1258,2026-06-19,465.68
1307,1259,2026-01-11,69095.95
1308,1259,2026-01-07,11224.97
1309,1260,2026-07-06,6021.4
1310,1261,2026-01-12,54478.4
1311,1262,2026-03-22,80482.23
1312,1264,2026-09-12,16881.48
1313,1265,2026-01-12,23796.08
1314,1266,2026-03-31,43091.98
1315,1267,2026-03-18,33166.66
1316,1268,2025-10-12,106015.55
1317,1269,2026-01-20,55642.86
1318,1269,2026-01-03,37493.86
1319,1270,2025-11-06,1528.02
1320,1271,2025-10-11,9083.2
1321,1272,2026-03-16,38059.09
1322,1273,2026-05-27,61269.35
1323,1274,2026-06-10,101088.2
1324,1275,2026-01-20,70549.2
1325,1276,2026-08-11,5350.28
1326,1277,2025-11-02,18656.69
1327,1278,2026-05-09,23373.62
1328,1279,2026-01-17,26183.46
1329,1280,2026-02-04,156790.31
1330,1281,2026-04-21,17698.8
1331,1282,2025-12-18,136655.81
1332,1283,2025-10-29,77428.32
1333,1284,2026-08-24,61098.84
1334,1284,2026-08-18,49466.16
1335,1285,2025-11-28,45236.23
1336,1286,2025-10-19,108999.85
1337,1287,2026-06-02,3440.8
1338,1288,2026-03-22,46816.62
1339,1289,2026-08-23,82448.05
1340,1290,2026-01-12,82648.12
1341,1291,2026-02-28,23733.67
1342,1291,2026-03-18,7071.61
1343,1293,2025-11-19,8808.5
1344,1294,2025-10-30,28700.64
1345,1295,2026-01-21,54069.37
1346,1296,2025-11-04,114617.38
1347,1297,2026-05-07,33047.12
1348,1298,2026-07-10,13133.13
1349,1298,2026-07-10,1566.03
1350,1299,2026-04-13,85874.67
1351,1300,2025-10-22,44412.03
1352,1301,2026-08-05,29956.3
1353,1302,2026-01-09,28551.68
1354,1303,2026-06-17,5419.62
1355,1303,2026-06-30,2999.46
1356,1304,2026-05-31,48887.81
1357,1305,2026-08-22,150145.22
1358,1307,2026-06-15,88047.64
1359,1308,2026-01-13,15637.14
1360,1309,2026-05-07,6461.57
1361,1309,2026-05-19,629.43
1362,1310,2026-04-16,74379.11
1363,1311,2026-06-08,14700.49
1364,1312,2026-03-17,132941.2
1365,1313,2026-05-30,83323.22
1366,1314,2026-04-22,95315.97
1367,1315,2025-11-08,69345.27
1368,1317,2026-05-12,22239.55
1369,1318,2026-09-20,31768.5
1370,1319,2026-03-23,42873.6
1371,1320,2025-10-25,7119.1
1372,1320,2025-11-02,430.82
1373,1321,2026-06-11,48632.87
1374,1323,2026-06-17,21051.71
1375,1324,2026-08-30,78618.71
1376,1325,2026-05-06,31032.55
1377,1325,2026-05-01,21512.25
1378,1326,2026-02-07,128396.92
1379,1327,2025-11-20,80216.01
1380,1328,2026-07-06,74419.23
1381,1328,2026-07-15,210.91
1382,1329,2026-03-25,123705.73
1383,1330,2026-05-08,60979.38
1384,1331,2026-07-03,33589.65
1385,1331,2026-06-20,33467.32
1386,1332,2025-10-21,10250.2
1387,1332,2025-10-19,1140.43
1388,1333,2026-07-02,33154.24
1389,1336,2026-08-01,17785.2
1390,1337,2026-01-09,39597.74
1391,1337,2026-01-16,5119.45
1392,1338,2026-04-03,69823.93
1393,1339,2026-09-13,17599.0
1394,1340,2025-12-17,95107.1
1395,1341,2025-12-10,101799.97
1396,1342,2026-09-15,40805.5
1397,1343,2026-03-02,33924.24
1398,1344,2025-11-26,58525.05
1399,1345,2026-06-04,50517.3
1400,1346,2025-12-29,89736.91
1401,1348,2026-09-27,5454.76
1402,1349,2026-07-25,91902.27
1403,1350,2026-02-25,16092.0
1404,1351,2026-09-21,30278.3
1405,1351,2026-09-16,5059.62
1406,1352,2026-05-25,12739.48
1407,1352,2026-05-10,11821.32
1408,1353,2026-09-11,2697.11
1409,1354,2025-11-18,89981.15
1410,1355,2025-12-28,577.94
1411,1356,2026-04-26,42099.12
1412,1357,2026-10-13,99012.37
1413,1358,2026-02-01,83189.94
1414,1360,2026-03-21,39176.28
1415,1361,2026-08-16,20112.21
1416,1362,2025-11-17,2773.68
1417,1363,2025-12-07,896.9
1418,1364,2026-06-14,151655.56
1419,1365,2026-02-08,12996.8
1420,1366,2026-07-07,62181.59
1421,1366,2026-06-27,27025.19
1422,1368,2026-01-24,13673.35
1423,1368,2026-01-03,4459.7
1424,1369,2026-08-16,5824.32
1425,1370,2026-01-25,132159.19
1426,1371,2025-11-24,47671.15
1427,1373,2026-09-06,28022.69
1428,1373,2026-09-04,3282.17
1429,1374,2026-07-29,18277.94
1430,1375,2026-05-13,56890.2
1431,1376,2026-04-15,9077.79
1432,1377,2026-09-12,22425.66
1433,1377,2026-10-01,5101.26
1434,1378,2026-08-25,83002.96
1435,1379,2026-01-04,37295.49
1436,1380,2026-08-28,24318.77
1437,1381,2026-05-07,39793.14
1438,1382,2026-09-23,4744.44
1439,1383,2026-05-04,65474.82
1440,1384,2026-04-01,1931.04
1441,1385,2026-10-03,21316.5
1442,1386,2026-04-14,117315.88
1443,1387,2025-12-29,37482.83
1444,1387,2025-12-30,3641.2
1445,1388,2026-05-20,27874.47
1446,1388,2026-05-02,12885.57
1447,1389,2025-10-17,31593.29
1448,1389,2025-10-26,5483.75
1449,1390,2026-10-01,45527.26
1450,1390,2026-09-07,40833.77
1451,1391,2026-09-03,16280.74
1452,1392,2026-07-11,35037.0
1453,1394,2026-01-13,45179.25
1454,1395,2026-03-04,59704.03
1455,1396,2026-10-13,37140.18
1456,1397,2026-01-06,90806.79
1457,1398,2026-03-01,9700.53
1458,1399,2026-05-01,44090.12
1459,1399,2026-05-01,9630.44
1460,1400,2025-11-24,171804.0
1461,1401,2026-06-14,54100.36
1462,1403,2026-06-30,30645.75
1463,1404,2026-07-23,129723.63
1464,1405,2026-08-10,58330.78
1465,1406,2025-10-17,108353.54
1466,1407,2025-12-19,5763.65
1467,1409,2026-05-16,33945.41
1468,1410,2025-12-30,105644.94
1469,1411,2026-09-01,39149.57
1470,1411,2026-09-20,32546.64
1471,1412,2026-01-13,2025.31
1472,1412,2026-01-25,270.88
1473,1413,2026-09-13,73800.28
1474,1414,2026-06-30,20555.34
1475,1415,2026-07-05,57177.18
1476,1417,2025-10-29,46541.16
1477,1418,2025-12-14,70517.92
1478,1419,2026-06-14,114007.0
1479,1420,2026-04-01,86526.86
1480,1421,2026-06-21,2511.9
1481,1422,2026-03-04,88008.33
1482,1423,2026-05-07,55334.17
1483,1424,2026-06-10,37775.09
1484,1425,2026-08-26,14937.56
1485,1426,2026-02-19,129379.9
1486,1427,2026-05-30,77284.47
1487,1428,2025-10-31,44124.27
1488,1429,2026-04-18,72839.7
1489,1430,2026-05-24,89803.92
1490,1431,2026-08-17,66730.15
1491,1433,2026-10-14,25023.32
1492,1434,2026-02-20,37840.46
1493,1434,2026-02-08,31332.38
1494,1435,2026-07-31,38971.5
1495,1436,2026-10-20,75671.29
1496,1436,2026-10-10,26889.25
1497,1437,2026-03-29,6719.9
1498,1438,2026-01-04,77997.46
1499,1439,2026-09-19,84644.52
1500,1440,2026-07-10,71906.25
1501,1441,2026-04-05,39767.9
1502,1442,2026-06-30,81562.26
1503,1443,2026-02-18,49792.96
1504,1444,2025-12-24,69519.69
1505,1444,2025-12-11,8698.37
1506,1445,2026-01-17,9511.52
1507,1445,2026-01-31,6534.64
1508,1446,2026-04-12,98633.27
1509,1447,2026-01-04,65008.35
1510,1447,2025-12-25,561.68
1511,1448,2026-05-06,94304.37
1512,1448,2026-06-04,13022.06
1513,1449,2026-06-13,15302.79
1514,1450,2025-12-28,28316.6
1515,1450,2025-12-15,16598.82
1516,1451,2026-03-31,61104.77
1517,1452,2025-11-30,52663.97
1518,1454,2026-04-08,23179.32
1519,1455,2026-06-08,93332.6
1520,1456,2025-12-31,76891.4
1521,1457,2026-05-07,42419.52
1522,1457,2026-05-13,27741.68
1523,1458,2026-03-23,7808.96
1524,1459,2026-06-05,84939.11
1525,1460,2026-08-30,19755.2
1526,1460,2026-08-26,2506.22
1527,1461,2026-04-30,4649.79
1528,1462,2026-09-06,57086.25
1529,1463,2026-05-23,19011.16
1530,1464,2026-06-05,30288.95
1531,1464,2026-06-10,11448.69
1532,1465,2025-11-30,20690.07
1533,1466,2025-11-19,122873.63
1534,1467,2026-09-04,25086.21
1535,1467,2026-08-20,18614.02
1536,1468,2026-02-19,19176.3
1537,1469,2025-12-19,81987.4
1538,1470,2025-11-06,136997.82
1539,1472,2026-03-02,51792.55
1540,1473,2025-10-21,5307.6
1541,1475,2026-01-28,103101.95
1542,1476,2025-10-04,40879.04
1543,1477,2025-11-26,99321.95
1544,1478,2026-01-20,2763.2
1545,1479,2026-04-30,38227.53
1546,1480,2025-11-08,4335.96
1547,1481,2026-02-18,108773.37
1548,1482,2025-11-05,62506.07
1549,1483,2026-05-13,149896.67
1550,1484,2026-04-06,76328.89
1551,1485,2025-12-12,5026.32
1552,1486,2026-03-27,44622.24
1553,1487,2026-07-12,37406.71
1554,1487,2026-07-21,25592.89
1555,1488,2025-12-12,11908.01
1556,1488,2025-12-19,8641.87
1557,1490,2026-05-25,76763.16
1558,1491,2025-11-13,31461.76
1559,1492,2026-06-19,97032.38
1560,1493,2026-04-17,62748.52
1561,1493,2026-04-23,19844.15
1562,1494,2026-05-05,46041.56
1563,1495,2025-12-18,70421.01
1564,1495,2025-11-30,22966.96
1565,1496,2025-11-22,5814.62
1566,1497,2026-03-02,40396.74
1567,1498,2026-04-20,22964.24
1568,1499,2025-11-22,66170.68
1569,1500,2026-01-31,33334.92
