payment_id,invoice_id,payment_date,amount_paid,method
1596,2598,2025-12-31,4200.95,UPI
1597,2600,2026-07-10,9379.37,Cheque
1598,2601,2025-12-03,9558.51,UPI
1599,2602,2026-01-03,14892.24,UPI
1600,2603,2026-05-13,4993.8,UPI
1601,2604,2025-11-23,5071.22,NEFT
1602,2606,2025-10-19,2223.79,Cheque
1603,2608,2026-08-09,2552.12,Cheque
1604,2609,2025-12-30,1989.61,NEFT
1605,2610,2026-08-13,1663.57,UPI
1606,2610,2026-07-30,436.74,UPI
1607,2611,2026-08-01,11951.54,NEFT
1608,2612,2026-08-06,1073.11,UPI
1609,2615,2026-05-05,3928.44,UPI
1610,2616,2026-06-25,14456.22,Card
1611,2617,2026-04-07,3092.27,UPI
1612,2618,2026-02-27,20288.06,UPI
1613,2620,2025-12-27,14477.83,Card
1614,2621,2025-10-12,2445.01,NEFT
1615,2622,2026-01-13,12781.52,Cheque
1616,2622,2025-12-19,3103.18,UPI
1617,2623,2026-08-08,3438.31,UPI
1618,2624,2026-01-27,12098.85,NEFT
1619,2625,2026-01-07,5696.29,UPI
1620,2625,2026-01-03,8156.39,UPI
1621,2626,2026-05-15,3148.97,Cheque
1622,2628,2025-10-13,3913.39,Cheque
1623,2628,2025-10-08,975.99,Card
1624,2629,2026-03-13,962.9,NEFT
1625,2629,2026-03-23,588.81,Card
1626,2632,2026-07-22,2191.07,Card
1627,2632,2026-07-24,774.37,UPI
1628,2633,2025-12-03,2447.85,NEFT
1629,2634,2026-01-19,6766.69,NEFT
1630,2635,2025-10-26,2272.71,NEFT
1631,2636,2026-04-18,1874.52,Cheque
1632,2637,2026-02-26,2170.03,Cheque
1633,2638,2026-03-10,1564.24,NEFT
1634,2638,2026-03-10,1269.55,Cheque
1635,2639,2026-01-16,3232.28,Card
1636,2639,2026-01-17,4206.99,UPI
1637,2640,2026-06-25,10346.99,NEFT
1638,2641,2026-02-05,10229.09,Card
1639,2642,2026-08-14,3511.78,Card
1640,2643,2025-10-29,4763.54,Card
1641,2644,2026-04-26,4316.56,Cheque
1642,2645,2026-04-26,7133.2,Card
1643,2646,2026-04-18,10891.88,NEFT
1644,2646,2026-03-20,1353.06,Card
1645,2647,2025-10-11,1898.92,NEFT
1646,2647,2025-10-02,2531.79,UPI
1647,2648,2025-10-07,7656.44,Card
1648,2649,2026-02-07,807.97,Cheque
1649,2649,2026-01-28,1045.56,Card
1650,2650,2026-09-24,9890.53,UPI
1651,2652,2026-05-24,2188.84,UPI
1652,2653,2026-04-20,11761.9,Card
1653,2654,2026-03-15,1852.37,Cheque
1654,2655,2026-06-06,710.69,Cheque
1655,2656,2025-10-28,8560.31,UPI
1656,2657,2026-05-05,6805.51,Cheque
1657,2658,2026-04-29,1897.66,Card
1658,2659,2026-03-01,6644.04,Cheque
1659,2660,2026-01-02,12747.57,NEFT
1660,2661,2026-06-02,6161.87,UPI
1661,2662,2025-12-25,35172.98,Card
1662,2663,2026-08-10,2531.03,Card
1663,2664,2026-03-07,836.03,Card
1664,2665,2026-06-01,1617.15,NEFT
1665,2667,2026-03-20,27675.74,Cheque
1666,2668,2026-06-25,4980.28,NEFT
1667,2670,2025-10-25,3765.18,Card
1668,2671,2025-11-23,1573.74,Card
1669,2671,2025-11-15,850.13,UPI
1670,2672,2026-04-13,1252.8,UPI
1671,2673,2026-04-30,3542.37,UPI
1672,2674,2026-09-07,9823.77,UPI
1673,2675,2026-10-21,4177.65,Card
1674,2676,2026-04-27,1392.96,UPI
1675,2677,2025-11-04,8431.19,NEFT
1676,2679,2026-01-20,3272.5,Cheque
1677,2680,2025-11-23,2960.61,Card
1678,2681,2025-12-08,1273.74,Card
1679,2682,2026-07-08,8263.86,NEFT
1680,2683,2026-04-02,3005.03,Cheque
1681,2683,2026-03-03,449.11,Card
1682,2684,2026-04-22,586.5,UPI
1683,2685,2025-11-15,1524.05,Card
1684,2686,2026-02-10,3421.29,Cheque
1685,2687,2026-05-03,3803.44,UPI
1686,2688,2026-07-12,2015.91,NEFT
1687,2689,2026-10-01,5219.87,NEFT
1688,2690,2026-07-23,2417.47,UPI
1689,2691,2026-04-25,2989.84,NEFT
1690,2692,2025-11-09,4030.19,UPI
1691,2694,2025-11-17,19183.44,Card
1692,2696,2025-10-16,2739.54,UPI
1693,2697,2026-04-15,1564.67,NEFT
1694,2698,2025-12-19,2014.46,UPI
1695,2698,2026-01-06,121.35,Cheque
1696,2700,2025-11-18,2497.4,Cheque
1697,2701,2026-05-18,1924.89,Cheque
1698,2702,2026-04-23,6635.59,NEFT
1699,2702,2026-04-30,4721.82,Cheque
1700,2703,2026-09-23,2549.49,NEFT
1701,2704,2026-07-12,425.9,Card
1702,2704,2026-07-27,628.3,Cheque
1703,2705,2026-06-03,4988.72,Card
1704,2708,2026-04-18,8145.27,NEFT
1705,2709,2025-11-29,10032.8,Card
1706,2709,2025-11-11,3363.16,Cheque
1707,2711,2026-02-06,6184.12,Card
1708,2712,2026-07-21,4072.5,UPI
1709,2713,2025-09-28,4955.93,Card
1710,2713,2025-09-18,2542.04,UPI
1711,2714,2025-12-23,1542.93,UPI
1712,2715,2026-05-26,8193.27,Card
1713,2716,2026-02-06,6270.49,Card
1714,2717,2026-03-17,2320.6,Card
1715,2718,2026-08-17,29256.92,Cheque
1716,2719,2026-03-20,1685.21,Card
1717,2720,2026-06-12,6509.46,NEFT
1718,2721,2026-03-09,2324.88,UPI
1719,2722,2026-02-24,7939.42,UPI
1720,2724,2025-10-18,9298.76,UPI
1721,2725,2026-08-11,2990.2,UPI
1722,2726,2026-04-05,10509.95,Card
1723,2727,2026-01-02,3117.65,UPI
1724,2728,2026-04-20,7393.64,NEFT
1725,2729,2025-12-11,3663.03,NEFT
1726,2730,2026-01-16,1397.78,NEFT
1727,2731,2026-07-04,19615.6,Cheque
1728,2732,2026-10-02,13524.4,Cheque
1729,2733,2026-07-13,2520.67,Card
1730,2735,2026-09-07,1949.27,UPI
1731,2736,2026-07-03,7241.13,Card
1732,2737,2026-02-26,2866.22,Cheque
1733,2737,2026-01-25,2327.51,Card
1734,2738,2025-10-21,19147.15,UPI
1735,2739,2026-08-11,6520.55,UPI
1736,2740,2026-02-26,1452.53,UPI
1737,2741,2025-09-24,6859.73,Cheque
1738,2741,2025-10-11,4440.83,NEFT
1739,2742,2025-12-22,3514.77,UPI
1740,2743,2026-02-26,3384.65,NEFT
1741,2744,2026-08-21,3187.61,Cheque
1742,2744,2026-09-25,1930.56,Cheque
1743,2745,2026-06-26,3157.21,NEFT
1744,2746,2026-05-24,13272.75,NEFT
1745,2746,2026-05-10,7743.38,UPI
1746,2747,2025-09-29,9521.84,Cheque
1747,2748,2026-09-02,1751.09,UPI
1748,2748,2026-08-31,251.29,Cheque
1749,2749,2026-09-24,2793.78,Card
1750,2750,2026-01-26,1309.31,Card
1751,2750,2026-01-12,444.42,NEFT
1752,2751,2026-02-18,10844.08,NEFT
1753,2753,2026-02-08,2289.03,Cheque
1754,2754,2026-10-15,17582.34,NEFT
1755,2755,2026-01-15,7488.29,Card
1756,2756,2026-08-23,5800.0,UPI
1757,2758,2026-05-02,1320.35,NEFT
1758,2758,2026-04-21,366.81,NEFT
1759,2760,2026-06-16,3576.33,Cheque
1760,2761,2026-02-26,9837.27,NEFT
1761,2762,2026-05-29,3699.41,Cheque
1762,2762,2026-06-07,4638.59,NEFT
1763,2763,2026-04-13,2192.58,NEFT
1764,2763,2026-02-24,2568.99,Cheque
1765,2765,2026-08-25,18851.31,UPI
1766,2766,2025-10-19,1017.96,Card
1767,2767,2026-07-30,3160.46,NEFT
1768,2768,2025-11-22,12412.01,NEFT
1769,2769,2026-04-09,16404.87,Card
1770,2770,2026-08-07,4477.79,Cheque
1771,2771,2026-04-18,1824.02,Card
1772,2772,2026-03-31,2904.31,Cheque
1773,2773,2026-10-01,1587.08,Card
1774,2774,2026-08-25,24799.86,Cheque
1775,2775,2026-08-27,4441.5,UPI
1776,2776,2026-09-11,5972.15,Cheque
1777,2777,2025-12-20,6593.7,Cheque
1778,2778,2026-03-08,9558.04,NEFT
1779,2778,2026-02-24,6829.23,Cheque
1780,2779,2026-07-09,3575.24,Cheque
1781,2780,2026-08-04,3083.84,Cheque
1782,2780,2026-07-11,698.84,UPI
1783,2781,2026-06-15,9719.87,Card
1784,2782,2026-03-10,1189.47,UPI
1785,2785,2026-03-09,6011.35,Cheque
1786,2785,2026-03-11,75.1,NEFT
1787,2786,2025-11-15,2356.34,Cheque
1788,2786,2025-12-30,5.03,NEFT
1789,2787,2025-12-27,4318.89,NEFT
1790,2787,2026-01-29,5575.19,UPI
1791,2789,2026-04-10,4405.73,NEFT
1792,2789,2026-03-07,1196.74,NEFT
1793,2790,2026-03-01,5954.92,NEFT
1794,2792,2025-11-30,4683.98,UPI
1795,2793,2025-09-18,1550.87,UPI
1796,2795,2026-07-07,6692.21,Card
1797,2796,2026-08-05,11523.01,UPI
1798,2797,2025-12-28,3315.5,UPI
1799,2798,2026-05-26,3169.83,UPI
1800,2799,2026-02-22,8393.51,Cheque
1801,2800,2026-10-08,4917.86,Card
1802,2802,2026-05-21,6383.18,Card
1803,2804,2026-06-04,1840.44,Card
1804,2805,2026-01-18,3204.45,NEFT
1805,2805,2026-01-05,1378.66,UPI
1806,2807,2026-03-04,3262.23,Cheque
1807,2808,2026-06-15,10485.99,Card
1808,2809,2025-11-18,7360.3,NEFT
1809,2810,2026-01-25,2209.49,Cheque
1810,2810,2026-01-30,1796.45,NEFT
1811,2811,2026-09-21,5564.23,Cheque
1812,2812,2026-06-01,3699.79,Cheque
1813,2814,2026-01-08,4303.5,Card
1814,2815,2025-12-06,1213.28,UPI
1815,2816,2026-08-13,4427.92,UPI
1816,2816,2026-08-13,682.89,Card
1817,2817,2026-05-26,2887.45,UPI
1818,2817,2026-04-14,3562.75,NEFT
1819,2819,2025-11-14,7108.88,NEFT
1820,2820,2026-04-26,2965.68,UPI
1821,2822,2026-04-17,2070.79,NEFT
1822,2822,2026-04-04,76.91,UPI
1823,2823,2026-07-18,3353.5,UPI
1824,2824,2026-06-27,3401.68,UPI
1825,2825,2025-10-18,4135.04,Card
1826,2826,2026-03-08,3624.05,Cheque
1827,2827,2025-11-22,2331.17,NEFT
1828,2827,2025-12-19,1825.51,NEFT
1829,2828,2025-12-30,3566.52,Card
1830,2829,2026-09-09,4276.86,Cheque
1831,2830,2026-02-21,2427.15,Cheque
1832,2831,2026-04-17,1826.54,Card
1833,2832,2026-01-12,4132.94,NEFT
1834,2834,2025-11-21,2042.57,NEFT
1835,2837,2026-04-03,4363.19,Card
1836,2838,2026-07-10,9131.37,Card
1837,2839,2025-10-03,10604.74,Card
1838,2840,2026-07-16,5971.83,Cheque
1839,2841,2026-03-11,13157.24,NEFT
1840,2842,2025-10-18,3721.85,UPI
1841,2843,2025-10-09,9792.3,UPI
1842,2844,2026-04-08,1692.74,NEFT
1843,2844,2026-04-03,1369.14,Card
1844,2845,2026-04-05,6336.01,NEFT
1845,2847,2026-09-10,5229.7,Card
1846,2848,2025-11-13,2310.45,NEFT
1847,2850,2026-04-22,7806.58,NEFT
1848,2852,2026-01-29,4250.81,NEFT
1849,2853,2025-10-04,16602.03,Card
1850,2854,2026-05-17,2345.4,UPI
1851,2855,2025-11-05,9040.55,Card
1852,2856,2026-09-06,2771.17,NEFT
1853,2857,2025-12-11,3997.65,Cheque
1854,2857,2025-11-15,341.13,Card
1855,2858,2026-07-04,1527.61,Card
1856,2858,2026-08-08,569.83,NEFT
1857,2860,2026-04-18,5227.68,UPI
1858,2861,2026-04-14,9620.26,UPI
1859,2861,2026-04-15,4458.04,NEFT
1860,2862,2026-06-30,7016.33,Card
1861,2863,2026-02-04,5854.33,Card
1862,2863,2026-03-08,531.66,Card
1863,2865,2025-10-18,7829.43,NEFT
1864,2866,2026-02-19,1773.88,UPI
1865,2866,2026-03-03,595.29,Cheque
1866,2867,2026-03-21,1300.59,Cheque
1867,2868,2026-08-16,6700.39,Cheque
1868,2870,2026-02-15,2244.03,UPI
1869,2871,2026-06-01,6373.06,UPI
1870,2873,2026-01-16,3978.41,Card
1871,2874,2026-04-05,1905.09,Cheque
1872,2875,2026-08-31,4447.21,NEFT
1873,2877,2026-06-14,5493.65,Cheque
1874,2878,2025-10-18,1006.97,NEFT
1875,2878,2025-09-29,903.67,NEFT
1876,2879,2026-06-07,2256.2,Card
1877,2880,2026-09-13,11339.41,Cheque
1878,2881,2026-08-17,9192.96,NEFT
1879,2882,2026-07-28,12688.65,NEFT
1880,2883,2025-12-21,1137.74,Cheque
1881,2885,2026-09-16,11047.07,Card
1882,2886,2025-10-22,8030.95,Card
1883,2887,2026-08-10,6926.0,Cheque
1884,2889,2026-09-03,3044.39,UPI
1885,2890,2026-06-05,5130.6,Cheque
1886,2891,2026-09-07,3492.54,Card
1887,2893,2026-02-07,5150.75,NEFT
1888,2894,2026-05-28,1458.43,NEFT
1889,2894,2026-04-30,840.66,Card
1890,2895,2026-09-04,8309.43,Card
1891,2896,2026-04-19,13638.02,NEFT
1892,2897,2026-08-27,14386.14,UPI
1893,2900,2025-11-19,1974.8,Cheque
1894,2901,2026-04-05,2922.29,UPI
1895,2902,2026-07-22,3129.35,NEFT
1896,2902,2026-08-07,1240.64,Card
1897,2903,2026-06-30,8032.51,UPI
1898,2904,2025-11-07,3093.07,NEFT
1899,2905,2026-02-27,3911.29,UPI
1900,2906,2026-06-28,7823.47,Cheque
1901,2907,2026-07-21,5579.65,Cheque
1902,2908,2026-01-09,5158.38,Cheque
1903,2910,2026-06-30,3869.26,Cheque
1904,2911,2026-10-04,3434.28,UPI
1905,2912,2026-07-23,4996.26,UPI
1906,2913,2025-11-16,3535.79,Card
1907,2914,2025-11-21,3172.05,Card
1908,2915,2026-05-08,5525.98,Cheque
1909,2916,2025-12-07,26757.68,Cheque
1910,2918,2025-12-07,1013.06,Card
1911,2918,2025-11-24,190.48,UPI
1912,2919,2026-03-30,6622.51,UPI
1913,2920,2025-12-28,1614.84,NEFT
1914,2921,2025-12-13,2355.09,Card
1915,2922,2026-04-02,8780.39,NEFT
1916,2923,2025-11-21,5318.46,Cheque
1917,2924,2025-10-24,36544.67,Card
1918,2926,2025-11-06,2771.58,UPI
1919,2927,2026-08-13,13028.73,Cheque
1920,2928,2026-09-03,3317.25,Card
1921,2928,2026-08-08,1771.41,Card
1922,2929,2025-10-17,2146.09,NEFT
1923,2930,2026-08-22,1919.95,Card
1924,2930,2026-09-26,551.56,Cheque
1925,2932,2026-06-05,7091.35,NEFT
1926,2932,2026-06-18,1370.34,NEFT
1927,2933,2025-12-13,13834.15,NEFT
1928,2934,2026-03-28,9497.2,UPI
1929,2935,2026-09-30,7876.34,Cheque
1930,2937,2026-04-27,5189.14,UPI
1931,2937,2026-04-17,3029.26,NEFT
1932,2938,2025-11-06,2427.48,Card
1933,2940,2026-04-21,3310.97,Card
1934,2941,2026-07-01,6042.06,UPI
1935,2941,2026-07-24,7683.49,Cheque
1936,2942,2026-06-13,2329.73,Cheque
1937,2944,2026-07-01,5728.09,Cheque
1938,2945,2025-12-02,23398.09,Card
1939,2946,2025-11-17,9001.13,Cheque
1940,2947,2026-08-01,7850.09,UPI
1941,2948,2026-05-18,2062.66,Cheque
1942,2949,2026-09-02,8537.59,Cheque
1943,2950,2025-12-12,2055.43,Card
1944,2951,2025-11-04,8972.7,Cheque
1945,2952,2026-01-04,1220.35,Cheque
1946,2953,2025-12-21,3811.95,UPI
1947,2954,2026-10-23,967.48,Cheque
1948,2955,2026-09-29,2463.71,UPI
1949,2956,2026-07-26,1599.6,NEFT
1950,2957,2025-11-29,6908.38,Card
1951,2957,2025-11-21,1509.72,UPI
1952,2958,2026-06-19,3992.17,UPI
1953,2959,2026-08-15,3439.79,NEFT
1954,2960,2025-12-18,5491.14,Cheque
1955,2961,2025-11-19,2562.83,NEFT
1956,2961,2025-11-06,9.18,Card
1957,2962,2026-08-28,6468.39,UPI
1958,2963,2026-01-08,4698.57,UPI
1959,2964,2025-10-20,31005.15,UPI
1960,2965,2026-02-11,18471.87,Card
1961,2966,2026-01-14,10610.94,Card
1962,2967,2026-07-06,6317.33,UPI
1963,2968,2026-04-18,5188.26,UPI
1964,2968,2026-03-10,1810.44,NEFT
1965,2969,2026-05-05,13492.71,Card
1966,2970,2025-10-27,6296.23,UPI
1967,2971,2025-11-26,3198.87,Cheque
1968,2972,2026-08-10,3152.69,NEFT
1969,2974,2026-09-03,4588.96,NEFT
1970,2975,2026-04-04,617.33,NEFT
1971,2976,2025-12-14,4885.07,NEFT
1972,2977,2026-04-06,2774.09,Card
1973,2977,2026-03-01,1345.33,Card
1974,2978,2025-12-13,10101.28,Card
1975,2979,2026-06-11,13318.39,NEFT
1976,2981,2026-05-13,7949.19,UPI
1977,2982,2026-07-13,5646.63,NEFT
1978,2983,2026-05-26,1280.64,UPI
1979,2983,2026-05-22,1898.21,Card
1980,2984,2026-06-01,2160.38,UPI
1981,2985,2026-09-16,10389.6,UPI
1982,2986,2026-04-28,4466.63,Cheque
1983,2986,2026-05-09,424.76,Cheque
1984,2987,2025-12-21,7024.27,Card
1985,2988,2025-10-17,3766.28,Card
1986,2988,2025-10-20,1308.55,NEFT
1987,2989,2026-04-16,2917.05,Card
1988,2989,2026-05-03,2264.85,UPI
1989,2990,2026-07-21,5958.47,UPI
1990,2991,2026-04-06,7008.36,Cheque
1991,2992,2026-07-03,10612.3,Cheque
1992,2993,2026-01-23,1865.62,UPI
1993,2994,2025-10-27,7990.89,Cheque
1994,2995,2026-03-19,1784.12,Cheque
1995,2996,2026-06-22,4218.91,Cheque
1996,2998,2026-09-11,4702.78,Cheque
1997,2999,2026-05-19,4852.16,Cheque
1998,3000,2026-02-18,5578.78,Card
1999,3002,2026-03-12,11149.55,Cheque
2000,3003,2026-08-04,5499.64,Card
2001,3003,2026-07-18,4653.24,Card
2002,3004,2026-03-05,1394.58,Card
2003,3004,2026-03-06,308.29,Cheque
2004,3005,2025-09-08,7928.03,Cheque
2005,3006,2025-12-03,734.35,UPI
2006,3007,2026-08-24,909.26,NEFT
2007,3008,2026-07-04,12287.56,UPI
2008,3009,2026-05-09,1571.29,Card
2009,3010,2025-10-24,4332.47,NEFT
2010,3012,2026-02-12,7976.12,Card
2011,3013,2025-10-28,6722.35,Cheque
2012,3016,2026-08-08,3032.21,Cheque
2013,3017,2025-11-05,2276.06,Card
2014,3018,2026-09-02,5358.1,Cheque
2015,3019,2026-02-15,6021.65,NEFT
2016,3020,2026-08-24,4406.87,Cheque
2017,3021,2026-03-29,835.58,UPI
2018,3022,2026-08-27,17484.9,Card
2019,3023,2026-08-15,10583.19,Card
2020,3025,2026-02-20,8329.79,UPI
2021,3025,2026-01-22,2520.38,Cheque
2022,3026,2025-12-11,3554.94,Card
2023,3026,2025-12-12,198.29,NEFT
2024,3027,2026-05-14,6446.06,UPI
2025,3028,2026-05-21,1073.44,Card
2026,3029,2026-06-08,3920.52,UPI
2027,3030,2026-06-26,3992.3,UPI
2028,3031,2026-09-18,5952.93,Card
2029,3033,2026-05-24,4928.17,NEFT
2030,3034,2026-04-23,3130.67,Card
2031,3034,2026-03-28,336.8,Card
2032,3035,2026-08-10,3450.57,NEFT
2033,3035,2026-08-25,47.85,UPI
2034,3037,2026-06-18,6909.07,Cheque
2035,3038,2025-11-11,7667.44,Cheque
2036,3039,2025-10-23,5268.64,Cheque
2037,3040,2026-04-20,6003.07,NEFT
2038,3041,2026-10-12,10516.69,NEFT
2039,3042,2025-10-10,5287.29,NEFT
2040,3043,2025-11-03,4329.0,UPI
2041,3044,2026-05-18,28433.92,UPI
2042,3045,2026-06-04,2590.35,NEFT
2043,3047,2025-12-22,5359.64,Cheque
2044,3048,2026-04-21,11542.49,NEFT
2045,3049,2025-09-28,2639.01,UPI
2046,3050,2025-12-03,5868.86,UPI
2047,3053,2026-07-04,8099.71,Card
2048,3053,2026-08-09,7278.45,Cheque
2049,3054,2026-01-14,3532.01,Card
2050,3055,2025-10-15,2548.36,Cheque
2051,3057,2025-09-26,21520.14,NEFT
2052,3058,2026-05-12,14265.73,Cheque
2053,3059,2025-12-07,4199.14,UPI
2054,3060,2025-11-07,9959.6,Cheque
2055,3061,2026-09-28,2115.16,UPI
2056,3062,2025-12-31,7600.94,UPI
2057,3063,2025-12-14,3543.05,Cheque
2058,3064,2026-04-07,6599.78,Cheque
2059,3064,2026-04-20,487.61,Cheque
2060,3065,2025-11-11,1665.98,Cheque
2061,3066,2026-07-15,2726.6,Cheque
2062,3068,2026-09-23,5734.53,Card
2063,3069,2025-12-27,1551.44,NEFT
2064,3070,2026-07-05,1490.81,NEFT
2065,3070,2026-07-05,807.01,Card
2066,3071,2026-07-29,6895.41,Card
2067,3072,2026-04-14,6386.93,Card
2068,3073,2026-06-20,8447.1,NEFT
2069,3074,2025-11-26,5821.74,Cheque
2070,3075,2026-11-19,1656.08,UPI
2071,3077,2026-04-30,7646.56,UPI
2072,3078,2026-09-22,2243.63,UPI
2073,3079,2026-01-21,1880.32,UPI
2074,3079,2026-02-09,150.86,Cheque
2075,3080,2025-12-26,3923.79,UPI
2076,3081,2026-06-27,6212.71,UPI
2077,3082,2026-01-02,1038.91,Card
2078,3083,2026-03-05,4118.32,Card
2079,3084,2026-05-23,7570.7,NEFT
2080,3085,2026-06-27,8861.59,Card
2081,3086,2026-09-14,2239.88,NEFT
2082,3087,2026-07-17,6732.79,NEFT
2083,3088,2026-10-04,11071.7,UPI
2084,3089,2026-06-16,8123.83,Cheque
2085,3090,2026-04-18,3596.36,NEFT
2086,3091,2026-10-10,741.76,Cheque
2087,3092,2025-10-16,5911.54,Card
2088,3093,2026-08-10,17677.44,UPI
2089,3094,2026-01-02,9666.7,Cheque
2090,3095,2026-06-22,9144.05,Card
2091,3096,2026-06-18,5721.44,Card
2092,3097,2026-07-26,10245.76,Cheque
2093,3099,2026-05-24,1236.66,Card
2094,3100,2026-05-29,10203.2,NEFT
2095,3101,2026-08-20,2235.94,Card
2096,3101,2026-08-05,274.69,NEFT
2097,3102,2026-04-19,5276.3,UPI
2098,3103,2025-09-15,9032.19,Cheque
2099,3104,2025-11-14,2745.87,Card
2100,3105,2026-04-06,2229.46,Cheque
2101,3105,2026-04-24,43.48,Cheque
2102,3106,2026-06-20,7324.13,Cheque
2103,3107,2025-10-24,2051.57,NEFT
2104,3108,2026-04-12,2082.48,Cheque
2105,3109,2026-08-24,9158.87,Card
2106,3111,2025-12-12,1202.18,Card
2107,3112,2025-11-17,2993.21,UPI
2108,3112,2025-11-09,1204.21,Cheque
2109,3113,2026-03-09,13811.17,NEFT
2110,3114,2026-09-29,3636.21,NEFT
2111,3116,2026-06-07,8949.31,NEFT
2112,3117,2026-08-14,3066.86,UPI
2113,3118,2026-06-03,7045.1,Cheque
2114,3119,2026-03-11,4673.79,Cheque
2115,3120,2026-09-06,10356.22,Card
2116,3121,2025-12-08,1362.5,UPI
2117,3124,2026-06-24,2024.11,Cheque
2118,3125,2026-07-05,4514.06,NEFT
2119,3126,2026-04-18,9773.82,NEFT
2120,3127,2026-05-31,2112.25,Cheque
2121,3128,2026-08-06,2386.42,UPI
2122,3129,2025-12-06,5074.99,Card
2123,3130,2026-09-08,2597.5,Card
2124,3130,2026-08-09,929.5,Cheque
2125,3131,2026-06-14,6111.25,NEFT
2126,3133,2026-01-29,6216.65,UPI
2127,3134,2026-03-25,4958.97,NEFT
2128,3135,2026-07-04,9693.66,Card
2129,3136,2025-12-29,4597.52,Card
2130,3137,2025-10-15,1134.1,UPI
2131,3138,2026-03-19,12599.58,NEFT
2132,3139,2026-04-22,722.17,Card
2133,3140,2026-07-19,5262.79,Cheque
2134,3141,2025-11-07,3738.55,UPI
2135,3142,2026-05-08,2389.38,UPI
2136,3143,2026-02-13,6349.03,Card
2137,3144,2026-07-29,7222.55,UPI
2138,3145,2025-12-07,2091.6,UPI
2139,3146,2026-02-14,1170.84,UPI
2140,3147,2026-02-23,1758.86,Cheque
2141,3148,2026-09-06,21328.15,NEFT
2142,3150,2026-09-08,5119.61,NEFT
2143,3151,2026-07-01,1363.2,NEFT
2144,3152,2026-03-15,4451.13,NEFT
2145,3153,2025-11-15,594.3,NEFT
2146,3153,2025-10-23,265.46,UPI
2147,3154,2025-10-09,6431.33,Cheque
2148,3155,2026-03-17,1099.79,UPI
2149,3155,2026-03-11,1157.55,Cheque
2150,3157,2026-03-12,10930.36,Card
2151,3158,2026-09-09,3433.7,NEFT
2152,3158,2026-09-05,985.87,Cheque
2153,3160,2026-09-16,6453.57,Card
2154,3160,2026-11-10,6677.3,NEFT
2155,3161,2026-10-30,3277.91,NEFT
2156,3162,2026-06-22,4768.57,NEFT
2157,3162,2026-06-10,210.84,NEFT
2158,3163,2026-08-19,11658.74,Cheque
2159,3164,2026-05-12,3249.22,NEFT
2160,3165,2025-12-29,6655.56,NEFT
2161,3165,2026-01-18,5937.49,NEFT
2162,3166,2026-08-26,990.88,UPI
2163,3167,2026-05-08,3764.41,UPI
2164,3168,2026-07-20,5807.98,NEFT
2165,3169,2026-09-25,1906.82,Card
2166,3170,2026-03-14,6719.87,Card
2167,3173,2026-06-05,2699.54,Cheque
2168,3174,2025-11-08,2488.81,Cheque
2169,3176,2026-05-14,18128.9,Cheque
2170,3177,2026-03-05,4225.46,Cheque
2171,3180,2026-06-06,6057.8,UPI
2172,3181,2025-10-16,2598.62,NEFT
2173,3182,2025-12-15,3734.82,NEFT
2174,3183,2025-12-29,14191.27,NEFT
2175,3184,2026-06-13,1964.4,Cheque
2176,3185,2026-09-25,3139.74,UPI
2177,3186,2026-04-24,1005.11,UPI
2178,3187,2026-10-13,21500.21,Card
2179,3188,2026-01-11,8465.2,Cheque
2180,3189,2026-03-25,2930.26,UPI
2181,3189,2026-05-02,1875.36,NEFT
2182,3190,2026-04-07,1212.88,UPI
2183,3190,2026-03-31,1602.18,NEFT
2184,3191,2026-02-16,2704.81,UPI
2185,3192,2025-12-09,4031.64,Card
2186,3193,2026-03-13,7436.19,Cheque
2187,3194,2025-10-08,2135.22,Cheque
2188,3195,2026-08-11,3451.97,UPI
2189,3196,2026-03-26,9926.88,Card
2190,3197,2026-02-22,10651.07,NEFT
2191,3197,2026-02-16,7464.0,NEFT
2192,3198,2025-11-04,4502.37,Cheque
2193,3198,2025-12-03,3221.06,NEFT
2194,3199,2026-05-20,2943.67,NEFT
2195,3200,2026-06-08,4416.86,NEFT
2196,3201,2026-07-02,6953.66,Card
2197,3202,2026-09-02,3960.06,NEFT
2198,3203,2026-06-15,6558.63,Cheque
2199,3203,2026-07-20,2278.0,Cheque
2200,3204,2026-04-13,1381.73,Card
2201,3204,2026-04-11,1406.48,UPI
2202,3205,2025-12-31,8430.74,Cheque
2203,3205,2026-01-19,9744.56,NEFT
2204,3207,2026-05-29,3017.86,NEFT
2205,3208,2026-07-18,8026.29,NEFT
2206,3209,2026-07-16,2284.44,UPI
2207,3210,2026-01-23,4012.49,Cheque
2208,3210,2026-04-10,1615.62,Cheque
2209,3211,2026-04-06,15341.49,Cheque
2210,3213,2025-11-09,12968.73,Cheque
2211,3214,2026-09-24,1779.98,Card
2212,3215,2026-06-06,4600.14,Card
2213,3215,2026-08-31,5038.87,NEFT
2214,3216,2025-11-18,1522.53,UPI
2215,3216,2025-11-17,822.1,Card
2216,3217,2025-12-25,8540.6,NEFT
2217,3217,2026-02-05,4432.73,Cheque
2218,3218,2025-12-17,3153.66,Card
2219,3219,2026-02-15,3502.7,UPI
2220,3220,2025-09-27,2360.05,Card
2221,3221,2026-05-01,726.04,UPI
2222,3222,2026-07-27,2004.84,Cheque
2223,3223,2026-04-08,1299.27,UPI
2224,3224,2026-01-09,976.22,Card
2225,3225,2026-01-04,6325.5,UPI
