movement_id,product_id,movement_date,movement_type,quantity,unit_cost
1246,P1040,2025-12-20,RECEIPT,84,257.88
1247,P1025,2025-10-02,ISSUE,125,292.72
1248,P1123,2026-08-03,ISSUE,38,239.15
1249,P1142,2026-08-04,ISSUE,39,172.04
1250,P1064,2026-08-13,RECEIPT,143,375.68
1251,P1141,2026-05-28,RECEIPT,80,142.05
1252,P1014,2025-09-19,RECEIPT,57,452.45
1253,P1035,2026-01-21,ISSUE,30,181.19
1254,P1114,2026-06-29,ISSUE,29,75.45
1255,P1030,2025-12-10,RECEIPT,125,444.63
1256,P1171,2026-04-15,RECEIPT,146,106.96
1257,P1103,2026-03-26,ISSUE,78,290.94
1258,P1026,2025-12-15,RECEIPT,11,30.31
1259,P1131,2025-12-08,RECEIPT,92,353.58
1260,P1187,2026-06-27,ISSUE,45,43.99
1261,P1017,2026-01-16,ISSUE,143,451.51
1262,P1106,2026-04-13,RECEIPT,146,408.61
1263,P1097,2026-08-29,RECEIPT,49,438.28
1264,P1120,2025-10-15,RECEIPT,126,402.41
1265,P1128,2026-06-22,RECEIPT,90,418.75
1266,P1034,2026-08-13,ISSUE,71,162.46
1267,P1072,2026-07-02,ISSUE,52,69.66
1268,P1193,2026-08-29,RECEIPT,149,282.24
1269,P1106,2025-12-17,ISSUE,11,408.61
1270,P1016,2026-05-09,ISSUE,50,60.67
1271,P1023,2025-10-08,ISSUE,130,271.43
1272,P1088,2026-03-19,RECEIPT,44,317.63
1273,P1032,2026-07-09,RECEIPT,13,349.97
1274,P1064,2025-09-10,RECEIPT,43,375.68
1275,P1195,2026-03-03,RECEIPT,51,381.1
1276,P1167,2025-09-24,ISSUE,66,296.43
1277,P1178,2026-03-16,RECEIPT,113,276.28
1278,P1043,2026-06-04,ISSUE,143,209.96
1279,P1177,2025-11-12,RECEIPT,147,106.85
1280,P1199,2026-05-03,RECEIPT,9,289.09
1281,P1156,2026-02-19,RECEIPT,7,89.69
1282,P1133,2025-09-12,RECEIPT,123,447.19
1283,P1030,2025-09-04,RECEIPT,85,444.63
1284,P1195,2026-01-02,RECEIPT,73,381.1
1285,P1166,2025-12-17,ISSUE,92,267.96
1286,P1013,2025-10-28,RECEIPT,121,360.62
1287,P1164,2026-07-05,ISSUE,31,429.12
1288,P1049,2026-04-18,ISSUE,15,257.17
1289,P1137,2025-09-26,RECEIPT,143,466.13
1290,P1023,2026-06-08,ISSUE,118,271.43
1291,P1159,2026-03-24,ISSUE,63,389.87
1292,P1062,2025-10-04,ISSUE,79,498.0
1293,P1097,2025-10-31,RECEIPT,9,438.28
1294,P1085,2025-11-08,ISSUE,50,139.55
1295,P1087,2025-09-21,RECEIPT,59,140.16
1296,P1072,2026-04-25,RECEIPT,149,69.66
1297,P1091,2025-11-18,ISSUE,146,403.86
1298,P1147,2026-02-01,RECEIPT,133,175.87
1299,P1173,2026-01-15,RECEIPT,83,94.27
1300,P1140,2026-02-04,RECEIPT,86,315.91
1301,P1152,2025-12-22,ISSUE,23,320.46
1302,P1159,2025-12-11,ISSUE,54,389.87
1303,P1168,2026-03-14,ISSUE,144,267.34
1304,P1008,2025-10-20,RECEIPT,29,241.17
1305,P1020,2026-05-16,ISSUE,145,50.05
1306,P1047,2025-12-11,ISSUE,124,285.65
1307,P1109,2025-11-18,RECEIPT,123,353.84
1308,P1084,2025-12-03,RECEIPT,83,166.13
1309,P1046,2025-09-27,RECEIPT,125,238.77
1310,P1191,2026-07-25,ISSUE,6,89.49
1311,P1054,2026-02-18,ISSUE,73,154.2
1312,P1163,2026-04-10,RECEIPT,9,478.66
1313,P1187,2026-06-05,ISSUE,55,43.99
1314,P1129,2026-07-16,RECEIPT,6,127.8
1315,P1136,2025-09-11,RECEIPT,70,150.39
1316,P1184,2026-02-23,RECEIPT,57,285.56
1317,P1168,2026-02-23,RECEIPT,139,267.34
1318,P1028,2026-07-12,ISSUE,5,420.17
1319,P1068,2026-08-16,ISSUE,10,142.48
1320,P1101,2025-11-18,RECEIPT,100,259.81
1321,P1176,2026-02-21,ISSUE,76,337.23
1322,P1173,2026-04-13,RECEIPT,20,94.27
1323,P1096,2025-10-10,RECEIPT,87,285.94
1324,P1156,2026-05-17,RECEIPT,62,89.69
1325,P1149,2025-09-27,RECEIPT,35,282.64
1326,P1192,2026-06-13,RECEIPT,108,114.43
1327,P1122,2026-02-18,ISSUE,142,397.28
1328,P1037,2026-06-03,ISSUE,91,142.11
1329,P1138,2026-05-31,RECEIPT,142,197.5
1330,P1141,2025-12-24,RECEIPT,45,142.05
1331,P1143,2026-08-11,RECEIPT,30,261.16
1332,P1187,2026-07-28,RECEIPT,96,43.99
1333,P1173,2025-09-03,RECEIPT,136,94.27
1334,P1133,2026-04-18,RECEIPT,34,447.19
1335,P1099,2026-08-24,ISSUE,64,255.82
1336,P1019,2026-05-10,RECEIPT,81,135.07
1337,P1033,2026-01-28,ISSUE,79,195.81
1338,P1121,2025-10-07,ISSUE,81,320.62
1339,P1068,2026-01-03,ISSUE,34,142.48
1340,P1030,2026-04-30,RECEIPT,9,444.63
1341,P1020,2026-04-06,ISSUE,72,50.05
1342,P1069,2026-06-23,RECEIPT,39,436.57
1343,P1084,2026-05-24,ISSUE,63,166.13
1344,P1107,2025-09-17,ISSUE,34,417.58
1345,P1003,2026-07-01,RECEIPT,109,137.45
1346,P1003,2026-02-03,RECEIPT,74,137.45
1347,P1030,2025-11-09,RECEIPT,28,444.63
1348,P1166,2026-04-25,ISSUE,31,267.96
1349,P1028,2026-02-12,RECEIPT,81,420.17
1350,P1024,2026-07-28,ISSUE,99,62.99
1351,P1134,2026-04-27,ISSUE,38,249.28
1352,P1159,2026-08-30,ISSUE,49,389.87
1353,P1095,2026-05-30,ISSUE,63,203.91
1354,P1142,2026-07-03,ISSUE,53,172.04
1355,P1028,2025-09-11,ISSUE,42,420.17
1356,P1187,2025-10-26,ISSUE,69,43.99
1357,P1021,2026-01-25,RECEIPT,146,364.39
1358,P1175,2026-01-31,RECEIPT,79,227.87
1359,P1199,2025-11-27,ISSUE,45,289.09
1360,P1051,2026-07-23,ISSUE,116,160.92
1361,P1188,2026-08-16,RECEIPT,87,205.8
1362,P1115,2026-05-20,ISSUE,100,28.83
1363,P1194,2026-04-15,RECEIPT,36,348.44
1364,P1091,2026-03-07,ISSUE,63,403.86
1365,P1059,2026-02-28,RECEIPT,112,224.34
1366,P1019,2026-02-04,RECEIPT,35,135.07
1367,P1028,2026-01-15,ISSUE,147,420.17
1368,P1127,2026-04-12,ISSUE,67,357.19
1369,P1084,2026-04-17,RECEIPT,130,166.13
1370,P1079,2026-04-11,RECEIPT,98,165.08
1371,P1061,2026-05-13,ISSUE,85,469.05
1372,P1064,2026-03-13,RECEIPT,11,375.68
1373,P1070,2025-09-20,ISSUE,16,266.27
1374,P1186,2025-11-13,RECEIPT,63,435.74
1375,P1116,2026-01-10,RECEIPT,45,52.28
1376,P1124,2026-01-12,ISSUE,101,455.07
1377,P1177,2026-08-27,RECEIPT,73,106.85
1378,P1123,2025-09-03,ISSUE,108,239.15
1379,P1059,2025-10-02,RECEIPT,116,224.34
1380,P1173,2025-11-12,ISSUE,73,94.27
1381,P1174,2026-01-12,RECEIPT,26,26.27
1382,P1192,2026-05-26,RECEIPT,142,114.43
1383,P1095,2025-09-02,RECEIPT,90,203.91
1384,P1045,2026-05-28,ISSUE,38,447.5
1385,P1168,2026-01-30,ISSUE,64,267.34
1386,P1117,2025-12-01,RECEIPT,56,48.33
1387,P1067,2025-11-16,RECEIPT,113,344.06
1388,P1054,2025-12-01,RECEIPT,54,154.2
1389,P1145,2025-12-11,ISSUE,98,82.47
1390,P1027,2026-05-10,ISSUE,28,276.32
1391,P1171,2026-01-31,RECEIPT,63,106.96
1392,P1157,2025-12-05,RECEIPT,5,162.53
1393,P1063,2025-11-05,RECEIPT,112,124.62
1394,P1192,2026-05-25,ISSUE,113,114.43
1395,P1031,2025-10-13,ISSUE,29,283.46
1396,P1072,2026-03-03,RECEIPT,112,69.66
1397,P1131,2025-12-24,ISSUE,35,353.58
1398,P1149,2026-02-03,RECEIPT,138,282.64
1399,P1131,2026-04-27,ISSUE,46,353.58
1400,P1131,2025-11-12,RECEIPT,101,353.58
1401,P1032,2026-01-24,ISSUE,66,349.97
1402,P1048,2025-12-18,ISSUE,117,345.05
1403,P1009,2026-02-21,ISSUE,73,183.9
1404,P1062,2025-12-12,RECEIPT,116,498.0
1405,P1065,2026-08-02,ISSUE,46,54.69
1406,P1176,2026-08-26,ISSUE,108,337.23
1407,P1100,2025-10-31,ISSUE,24,144.66
1408,P1060,2026-08-08,ISSUE,91,110.53
1409,P1000,2026-08-02,ISSUE,42,136.85
1410,P1128,2026-01-16,RECEIPT,68,418.75
1411,P1165,2025-11-08,RECEIPT,57,180.53
1412,P1145,2026-05-18,ISSUE,61,82.47
1413,P1104,2026-07-24,ISSUE,25,408.18
1414,P1051,2026-02-27,RECEIPT,135,160.92
1415,P1023,2026-08-18,RECEIPT,90,271.43
1416,P1167,2026-05-29,RECEIPT,62,296.43
1417,P1068,2026-07-26,ISSUE,76,142.48
1418,P1071,2026-01-30,RECEIPT,111,395.38
1419,P1046,2026-06-02,ISSUE,77,238.77
1420,P1188,2026-01-25,RECEIPT,48,205.8
1421,P1144,2025-12-21,RECEIPT,70,150.01
1422,P1162,2026-06-28,ISSUE,124,26.46
1423,P1192,2025-09-11,ISSUE,57,114.43
1424,P1129,2026-08-22,RECEIPT,128,127.8
1425,P1115,2026-03-07,ISSUE,82,28.83
1426,P1095,2025-09-09,ISSUE,147,203.91
1427,P1112,2025-09-07,RECEIPT,61,444.58
1428,P1002,2026-01-07,ISSUE,45,227.87
1429,P1008,2025-11-20,RECEIPT,148,241.17
1430,P1120,2026-07-01,ISSUE,92,402.41
1431,P1133,2025-09-03,ISSUE,98,447.19
1432,P1011,2026-02-14,ISSUE,57,142.8
1433,P1185,2025-10-19,ISSUE,81,111.5
1434,P1015,2026-05-05,ISSUE,92,346.46
1435,P1003,2026-06-25,ISSUE,5,137.45
1436,P1168,2026-08-07,ISSUE,77,267.34
1437,P1008,2025-12-07,ISSUE,10,241.17
1438,P1181,2026-02-16,RECEIPT,116,81.24
1439,P1034,2026-02-16,RECEIPT,147,162.46
1440,P1009,2025-11-04,ISSUE,66,183.9
1441,P1058,2025-10-21,ISSUE,93,443.58
1442,P1089,2026-06-28,ISSUE,113,116.42
1443,P1150,2026-06-28,ISSUE,38,424.36
1444,P1048,2025-11-10,RECEIPT,90,345.05
1445,P1134,2026-03-17,ISSUE,123,249.28
1446,P1124,2026-04-14,ISSUE,67,455.07
1447,P1026,2026-03-26,ISSUE,51,30.31
1448,P1009,2025-11-24,ISSUE,129,183.9
1449,P1190,2026-07-13,ISSUE,148,379.59
1450,P1168,2026-05-31,ISSUE,125,267.34
1451,P1092,2026-03-05,ISSUE,87,478.49
1452,P1097,2026-08-22,ISSUE,12,438.28
1453,P1017,2026-02-05,ISSUE,58,451.51
1454,P1040,2026-02-26,ISSUE,25,257.88
1455,P1093,2026-08-25,RECEIPT,89,356.24
1456,P1024,2026-03-25,RECEIPT,147,62.99
1457,P1130,2026-04-03,RECEIPT,111,172.57
1458,P1121,2025-10-10,RECEIPT,122,320.62
1459,P1064,2026-02-07,RECEIPT,125,375.68
1460,P1045,2026-06-12,ISSUE,102,447.5
1461,P1037,2026-04-22,ISSUE,130,142.11
1462,P1021,2026-05-12,ISSUE,7,364.39
1463,P1169,2026-02-11,ISSUE,117,167.84
1464,P1067,2026-07-18,ISSUE,114,344.06
1465,P1140,2026-06-05,RECEIPT,78,315.91
1466,P1198,2026-03-17,ISSUE,47,231.14
1467,P1193,2026-03-09,ISSUE,139,282.24
1468,P1061,2026-02-16,RECEIPT,142,469.05
1469,P1108,2026-04-02,ISSUE,26,191.84
1470,P1046,2026-04-30,ISSUE,5,238.77
1471,P1083,2026-06-06,ISSUE,16,433.93
1472,P1001,2025-09-14,ISSUE,122,58.77
1473,P1028,2025-09-20,RECEIPT,142,420.17
1474,P1003,2026-07-25,ISSUE,22,137.45
1475,P1108,2026-07-02,ISSUE,130,191.84
1476,P1003,2026-06-10,RECEIPT,80,137.45
1477,P1191,2025-12-31,ISSUE,114,89.49
1478,P1135,2026-04-28,ISSUE,136,342.78
1479,P1144,2025-09-16,RECEIPT,144,150.01
1480,P1158,2026-01-20,RECEIPT,56,37.36
1481,P1173,2025-12-01,ISSUE,76,94.27
1482,P1100,2026-04-22,ISSUE,98,144.66
1483,P1180,2026-04-22,RECEIPT,112,77.6
1484,P1102,2025-11-26,ISSUE,44,172.98
1485,P1115,2026-05-08,ISSUE,34,28.83
1486,P1064,2025-10-30,RECEIPT,128,375.68
1487,P1140,2025-11-21,ISSUE,61,315.91
1488,P1150,2026-07-19,RECEIPT,76,424.36
1489,P1026,2026-08-01,RECEIPT,120,30.31
1490,P1197,2026-03-07,RECEIPT,137,395.9
1491,P1174,2026-02-20,RECEIPT,67,26.27
1492,P1000,2026-02-25,RECEIPT,57,136.85
1493,P1063,2025-09-04,RECEIPT,35,124.62
1494,P1016,2026-08-23,RECEIPT,19,60.67
1495,P1171,2025-09-17,ISSUE,144,106.96
1496,P1012,2025-10-09,ISSUE,123,154.38
1497,P1125,2025-12-10,ISSUE,90,240.76
1498,P1153,2026-05-31,ISSUE,110,188.52
1499,P1029,2026-08-31,RECEIPT,130,298.76
1500,P1039,2025-09-30,ISSUE,53,183.94
1501,P1194,2026-04-12,RECEIPT,130,348.44
1502,P1170,2026-01-18,RECEIPT,145,207.47
1503,P1000,2026-08-27,RECEIPT,48,136.85
1504,P1050,2026-01-18,RECEIPT,37,98.34
1505,P1098,2026-02-03,ISSUE,62,282.91
1506,P1003,2026-03-09,ISSUE,111,137.45
1507,P1137,2026-08-28,RECEIPT,25,466.13
1508,P1074,2026-04-26,ISSUE,118,111.17
1509,P1183,2026-01-30,RECEIPT,43,76.5
1510,P1033,2026-01-24,ISSUE,30,195.81
1511,P1108,2025-11-24,ISSUE,143,191.84
1512,P1170,2026-08-01,ISSUE,120,207.47
1513,P1183,2026-03-01,ISSUE,145,76.5
1514,P1000,2026-08-16,RECEIPT,90,136.85
1515,P1100,2025-10-25,RECEIPT,123,144.66
1516,P1167,2026-08-10,ISSUE,13,296.43
1517,P1012,2025-12-07,RECEIPT,115,154.38
1518,P1161,2025-09-06,RECEIPT,100,43.36
1519,P1157,2026-04-10,ISSUE,85,162.53
1520,P1124,2026-01-28,ISSUE,44,455.07
1521,P1158,2025-11-25,RECEIPT,108,37.36
1522,P1122,2025-10-28,RECEIPT,96,397.28
1523,P1172,2026-03-18,RECEIPT,85,35.94
1524,P1191,2026-04-19,RECEIPT,53,89.49
1525,P1017,2026-07-24,ISSUE,17,451.51
1526,P1026,2026-06-06,RECEIPT,133,30.31
1527,P1055,2026-06-22,ISSUE,8,415.33
1528,P1057,2026-02-02,ISSUE,141,373.34
1529,P1121,2026-03-06,RECEIPT,50,320.62
1530,P1122,2026-02-18,RECEIPT,29,397.28
1531,P1188,2025-11-15,RECEIPT,26,205.8
1532,P1156,2026-06-21,ISSUE,75,89.69
1533,P1140,2025-09-29,RECEIPT,9,315.91
1534,P1050,2026-08-25,RECEIPT,116,98.34
1535,P1083,2026-07-14,ISSUE,40,433.93
1536,P1176,2025-12-13,RECEIPT,27,337.23
1537,P1107,2026-05-26,ISSUE,22,417.58
1538,P1096,2025-11-26,ISSUE,90,285.94
1539,P1128,2026-05-11,RECEIPT,12,418.75
1540,P1065,2025-09-21,ISSUE,138,54.69
1541,P1151,2026-04-27,ISSUE,42,87.35
1542,P1176,2026-01-30,ISSUE,95,337.23
1543,P1137,2026-04-12,RECEIPT,57,466.13
1544,P1103,2025-09-27,RECEIPT,39,290.94
1545,P1065,2026-02-23,ISSUE,51,54.69
1546,P1199,2026-06-18,RECEIPT,138,289.09
1547,P1182,2026-04-26,ISSUE,54,316.7
1548,P1032,2026-01-22,ISSUE,130,349.97
1549,P1140,2026-06-19,ISSUE,124,315.91
1550,P1056,2025-10-10,RECEIPT,69,334.84
1551,P1096,2026-01-03,RECEIPT,123,285.94
1552,P1163,2026-07-16,ISSUE,104,478.66
1553,P1063,2026-05-06,ISSUE,115,124.62
1554,P1172,2026-07-19,ISSUE,99,35.94
1555,P1146,2026-03-10,RECEIPT,95,421.56
1556,P1169,2026-05-14,RECEIPT,121,167.84
1557,P1011,2025-11-09,ISSUE,42,142.8
1558,P1016,2025-12-10,RECEIPT,110,60.67
1559,P1194,2025-09-21,ISSUE,24,348.44
1560,P1161,2026-01-18,ISSUE,83,43.36
1561,P1004,2026-07-15,RECEIPT,29,481.29
1562,P1011,2026-08-13,RECEIPT,90,142.8
1563,P1150,2025-12-23,RECEIPT,148,424.36
1564,P1035,2025-12-07,ISSUE,74,181.19
1565,P1170,2025-09-13,ISSUE,37,207.47
1566,P1184,2025-09-27,RECEIPT,82,285.56
1567,P1145,2025-11-21,ISSUE,111,82.47
1568,P1125,2026-08-02,RECEIPT,72,240.76
1569,P1071,2026-08-29,RECEIPT,41,395.38
1570,P1126,2025-10-28,RECEIPT,35,33.54
1571,P1113,2025-12-03,RECEIPT,99,45.1
1572,P1156,2026-04-25,RECEIPT,16,89.69
1573,P1128,2025-11-23,ISSUE,75,418.75
1574,P1098,2026-01-14,RECEIPT,53,282.91
1575,P1010,2026-03-09,RECEIPT,38,431.29
1576,P1000,2026-07-15,ISSUE,109,136.85
1577,P1177,2025-10-16,ISSUE,118,106.85
1578,P1023,2026-03-24,ISSUE,129,271.43
1579,P1186,2026-04-01,ISSUE,85,435.74
1580,P1086,2026-02-27,ISSUE,132,48.1
1581,P1032,2025-12-30,ISSUE,43,349.97
1582,P1060,2026-03-14,RECEIPT,119,110.53
1583,P1094,2026-06-05,RECEIPT,76,113.95
1584,P1149,2026-04-23,RECEIPT,134,282.64
1585,P1027,2025-12-27,ISSUE,59,276.32
1586,P1143,2026-04-28,RECEIPT,9,261.16
1587,P1109,2025-09-24,ISSUE,120,353.84
1588,P1082,2025-10-08,ISSUE,74,35.88
1589,P1150,2025-11-17,ISSUE,23,424.36
1590,P1061,2026-05-25,RECEIPT,18,469.05
1591,P1189,2026-06-22,RECEIPT,30,385.52
1592,P1112,2026-08-21,ISSUE,123,444.58
1593,P1138,2026-02-18,RECEIPT,74,197.5
1594,P1034,2025-10-05,ISSUE,75,162.46
1595,P1188,2025-11-14,ISSUE,54,205.8
1596,P1081,2025-12-12,RECEIPT,69,323.19
1597,P1054,2026-08-29,ISSUE,13,154.2
1598,P1164,2026-08-11,ISSUE,93,429.12
1599,P1004,2026-06-19,RECEIPT,60,481.29
1600,P1140,2025-10-15,RECEIPT,31,315.91
1601,P1172,2026-04-07,ISSUE,27,35.94
1602,P1110,2026-04-19,ISSUE,114,206.28
1603,P1150,2026-04-02,RECEIPT,26,424.36
1604,P1193,2026-04-16,ISSUE,109,282.24
1605,P1099,2026-07-05,RECEIPT,62,255.82
1606,P1022,2026-05-30,RECEIPT,114,132.6
1607,P1125,2026-05-22,RECEIPT,24,240.76
1608,P1042,2025-09-06,RECEIPT,25,372.99
1609,P1120,2026-03-20,RECEIPT,148,402.41
1610,P1144,2025-09-08,RECEIPT,21,150.01
1611,P1137,2026-05-06,ISSUE,8,466.13
1612,P1116,2026-06-30,RECEIPT,26,52.28
1613,P1154,2026-08-10,RECEIPT,134,437.38
1614,P1028,2025-12-04,RECEIPT,72,420.17
1615,P1176,2025-12-20,RECEIPT,141,337.23
1616,P1072,2025-12-02,RECEIPT,135,69.66
1617,P1199,2026-03-27,RECEIPT,95,289.09
1618,P1119,2026-04-18,ISSUE,18,429.68
1619,P1180,2026-02-12,RECEIPT,111,77.6
1620,P1163,2025-10-23,ISSUE,48,478.66
1621,P1040,2026-04-16,ISSUE,103,257.88
1622,P1146,2025-09-12,RECEIPT,72,421.56
1623,P1139,2025-10-20,ISSUE,68,278.97
1624,P1004,2026-06-09,ISSUE,6,481.29
1625,P1055,2025-09-23,ISSUE,107,415.33
1626,P1038,2026-08-08,ISSUE,59,205.78
1627,P1046,2025-09-17,ISSUE,101,238.77
1628,P1002,2025-09-06,RECEIPT,93,227.87
1629,P1198,2026-02-09,ISSUE,82,231.14
1630,P1049,2026-03-17,ISSUE,108,257.17
1631,P1034,2025-11-29,RECEIPT,38,162.46
1632,P1066,2025-10-21,ISSUE,27,33.19
1633,P1121,2026-07-17,RECEIPT,92,320.62
1634,P1002,2025-12-11,ISSUE,38,227.87
1635,P1084,2026-01-11,ISSUE,42,166.13
1636,P1157,2026-05-01,ISSUE,16,162.53
1637,P1093,2025-10-07,RECEIPT,9,356.24
1638,P1047,2026-07-27,ISSUE,7,285.65
1639,P1042,2026-04-12,ISSUE,31,372.99
1640,P1128,2026-06-27,RECEIPT,34,418.75
1641,P1077,2026-08-17,RECEIPT,46,51.66
1642,P1032,2025-12-08,RECEIPT,71,349.97
1643,P1111,2026-01-24,ISSUE,112,31.63
1644,P1080,2026-08-25,RECEIPT,7,362.77
1645,P1126,2026-03-17,RECEIPT,139,33.54
1646,P1187,2025-12-27,ISSUE,18,43.99
1647,P1038,2025-09-17,RECEIPT,36,205.78
1648,P1001,2025-12-02,ISSUE,59,58.77
1649,P1001,2026-07-28,ISSUE,32,58.77
1650,P1160,2025-11-19,RECEIPT,18,218.14
1651,P1087,2026-08-25,ISSUE,12,140.16
1652,P1042,2026-01-25,ISSUE,28,372.99
1653,P1068,2026-08-10,ISSUE,66,142.48
1654,P1141,2026-03-29,ISSUE,96,142.05
1655,P1024,2025-10-25,RECEIPT,103,62.99
1656,P1018,2025-10-05,RECEIPT,14,389.28
1657,P1147,2025-10-09,ISSUE,130,175.87
1658,P1126,2025-11-07,ISSUE,74,33.54
1659,P1194,2026-04-04,ISSUE,88,348.44
1660,P1087,2026-05-22,ISSUE,42,140.16
1661,P1162,2025-09-11,ISSUE,109,26.46
1662,P1077,2026-02-24,ISSUE,60,51.66
1663,P1104,2026-07-21,ISSUE,109,408.18
1664,P1065,2026-02-04,ISSUE,125,54.69
1665,P1075,2026-01-10,ISSUE,149,292.75
1666,P1154,2025-11-17,ISSUE,109,437.38
1667,P1071,2026-05-07,ISSUE,13,395.38
1668,P1114,2025-09-02,ISSUE,30,75.45
1669,P1065,2026-04-11,ISSUE,62,54.69
1670,P1075,2026-05-22,ISSUE,71,292.75
1671,P1147,2025-10-12,RECEIPT,18,175.87
1672,P1022,2026-04-02,ISSUE,71,132.6
1673,P1150,2025-10-30,RECEIPT,5,424.36
1674,P1197,2025-10-18,ISSUE,52,395.9
1675,P1105,2025-11-12,RECEIPT,129,473.95
1676,P1143,2026-07-20,ISSUE,99,261.16
1677,P1068,2025-09-27,ISSUE,38,142.48
1678,P1107,2026-01-27,RECEIPT,51,417.58
1679,P1119,2026-01-08,ISSUE,118,429.68
1680,P1123,2026-03-04,ISSUE,111,239.15
1681,P1118,2025-10-04,RECEIPT,24,345.11
1682,P1047,2026-01-08,ISSUE,7,285.65
1683,P1124,2026-05-16,RECEIPT,102,455.07
1684,P1118,2026-02-18,ISSUE,10,345.11
1685,P1087,2025-09-11,ISSUE,33,140.16
1686,P1184,2026-08-29,RECEIPT,116,285.56
1687,P1046,2025-11-14,RECEIPT,145,238.77
1688,P1011,2026-03-04,RECEIPT,42,142.8
1689,P1082,2026-04-16,RECEIPT,99,35.88
1690,P1173,2026-06-07,ISSUE,126,94.27
1691,P1128,2026-08-31,ISSUE,9,418.75
1692,P1053,2026-04-28,RECEIPT,75,348.12
1693,P1158,2025-10-18,ISSUE,115,37.36
1694,P1140,2026-06-19,ISSUE,123,315.91
1695,P1074,2025-11-18,RECEIPT,95,111.17
1696,P1167,2025-10-18,ISSUE,149,296.43
1697,P1122,2026-01-10,ISSUE,37,397.28
1698,P1049,2026-05-05,RECEIPT,29,257.17
1699,P1194,2026-07-13,ISSUE,12,348.44
1700,P1111,2026-01-20,RECEIPT,122,31.63
1701,P1099,2026-02-18,RECEIPT,48,255.82
1702,P1195,2025-12-19,ISSUE,75,381.1
1703,P1074,2025-09-11,RECEIPT,92,111.17
1704,P1098,2026-02-11,ISSUE,41,282.91
1705,P1062,2026-06-24,ISSUE,51,498.0
1706,P1016,2026-03-04,RECEIPT,62,60.67
1707,P1004,2026-01-19,ISSUE,117,481.29
1708,P1070,2026-08-10,ISSUE,68,266.27
1709,P1171,2025-10-20,ISSUE,114,106.96
1710,P1166,2026-05-25,RECEIPT,55,267.96
1711,P1067,2025-12-08,RECEIPT,82,344.06
1712,P1158,2025-10-27,ISSUE,74,37.36
1713,P1114,2026-02-12,ISSUE,81,75.45
1714,P1190,2025-12-17,ISSUE,99,379.59
1715,P1106,2025-11-18,ISSUE,43,408.61
1716,P1004,2026-03-29,ISSUE,149,481.29
1717,P1121,2026-03-01,ISSUE,51,320.62
1718,P1159,2026-06-06,ISSUE,103,389.87
1719,P1031,2025-11-15,ISSUE,27,283.46
1720,P1044,2025-10-03,RECEIPT,58,345.07
1721,P1153,2026-08-11,RECEIPT,10,188.52
1722,P1091,2025-12-26,ISSUE,51,403.86
1723,P1142,2026-05-13,ISSUE,39,172.04
1724,P1116,2026-02-17,RECEIPT,109,52.28
1725,P1077,2026-06-27,RECEIPT,97,51.66
1726,P1146,2026-03-28,RECEIPT,30,421.56
1727,P1139,2026-02-15,RECEIPT,18,278.97
1728,P1088,2025-10-18,RECEIPT,27,317.63
1729,P1031,2025-10-20,RECEIPT,112,283.46
1730,P1120,2026-07-22,RECEIPT,20,402.41
1731,P1102,2025-11-17,ISSUE,110,172.98
1732,P1018,2026-05-11,RECEIPT,63,389.28
1733,P1159,2026-03-10,ISSUE,63,389.87
1734,P1005,2025-12-12,ISSUE,38,308.82
1735,P1056,2026-08-03,ISSUE,18,334.84
1736,P1196,2026-06-27,RECEIPT,99,317.86
1737,P1031,2026-01-18,RECEIPT,28,283.46
1738,P1082,2026-05-06,ISSUE,88,35.88
1739,P1062,2026-05-10,ISSUE,54,498.0
1740,P1075,2026-01-04,ISSUE,64,292.75
1741,P1118,2025-12-27,ISSUE,98,345.11
1742,P1026,2026-07-21,RECEIPT,32,30.31
1743,P1099,2026-07-05,ISSUE,52,255.82
1744,P1097,2026-03-04,ISSUE,146,438.28
1745,P1021,2025-11-30,RECEIPT,99,364.39
1746,P1117,2026-02-07,RECEIPT,96,48.33
1747,P1104,2026-04-17,ISSUE,73,408.18
1748,P1197,2026-01-06,ISSUE,59,395.9
1749,P1097,2026-01-12,ISSUE,133,438.28
1750,P1109,2026-04-02,ISSUE,105,353.84
1751,P1176,2025-09-29,ISSUE,27,337.23
1752,P1170,2026-01-04,ISSUE,127,207.47
1753,P1063,2026-08-31,RECEIPT,40,124.62
1754,P1054,2026-07-29,ISSUE,86,154.2
1755,P1129,2025-09-14,ISSUE,90,127.8
1756,P1008,2025-12-29,ISSUE,141,241.17
1757,P1011,2026-05-26,ISSUE,132,142.8
1758,P1174,2026-01-14,ISSUE,118,26.27
1759,P1058,2026-01-07,ISSUE,61,443.58
1760,P1174,2026-05-27,ISSUE,44,26.27
1761,P1064,2025-11-17,ISSUE,112,375.68
1762,P1169,2026-07-25,RECEIPT,77,167.84
1763,P1044,2026-06-16,ISSUE,132,345.07
1764,P1143,2025-11-05,ISSUE,86,261.16
1765,P1099,2026-08-03,ISSUE,32,255.82
1766,P1117,2026-06-17,RECEIPT,121,48.33
1767,P1039,2026-08-01,ISSUE,52,183.94
1768,P1107,2026-07-18,RECEIPT,73,417.58
1769,P1102,2026-05-10,ISSUE,116,172.98
1770,P1101,2025-10-08,ISSUE,93,259.81
1771,P1167,2026-08-28,ISSUE,76,296.43
1772,P1186,2026-05-31,RECEIPT,115,435.74
1773,P1063,2025-09-29,ISSUE,105,124.62
